Code,NodeA,NodeB,NomV,Len,Equip,R,X,C,R0,X0,C0,Imax,Status,Phases,PhasesV,PhasesVI,Subest,Feeder,
L(R:P10UDM4874-P10ULV4695)       ,P10UDM4874   ,P10ULV4695  ,0.42  ,0.013  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00725 ,0.00135 ,0.70852    ,0.02232 ,0.01732  ,0.03464  ,205 ,1 ,AB  ,AB_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDM4874-P10UDM4876)       ,P10UDM4876   ,P10UDM4874  ,0.42  ,0.009  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00482 ,0.00089 ,0.47103    ,0.01484 ,0.01152  ,0.02303  ,205 ,1 ,AB  ,AB_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDM4876-P10UDT1370LV)     ,P10UDT1370LV ,P10UDM4876  ,0.42  ,0.018  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00964 ,0.00179 ,0.94221    ,0.02968 ,0.02304  ,0.04607  ,205 ,1 ,AB  ,AB_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDM4877-P10ULV4787)       ,P10UDM4877   ,P10ULV4787  ,0.42  ,0.013  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00689 ,0.00128 ,0.67322    ,0.02121 ,0.01646  ,0.03292  ,205 ,1 ,AB  ,AB_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDM4875-P10ULV4705)       ,P10UDM4875   ,P10ULV4705  ,0.42  ,0.013  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00681 ,0.00126 ,0.66546    ,0.02096 ,0.01627  ,0.03254  ,205 ,1 ,AB  ,AB_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDM4875-P10UDM4877)       ,P10UDM4877   ,P10UDM4875  ,0.42  ,0.029  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.01557 ,0.00289 ,1.52108    ,0.04792 ,0.03719  ,0.07438  ,205 ,1 ,AB  ,AB_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDM4877-P10UDT1370LV)     ,P10UDT1370LV ,P10UDM4877  ,0.42  ,0.009  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00482 ,0.00089 ,0.47103    ,0.01484 ,0.01152  ,0.02303  ,205 ,1 ,AB  ,AB_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDT1371LV-P10ULV4701)     ,P10UDT1371LV ,P10ULV4701  ,0.42  ,0.021  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.01123 ,0.00208 ,1.09755    ,0.03457 ,0.02683  ,0.05367  ,205 ,1 ,AB  ,AB_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDT1371LV-P10ULV4889)     ,P10UDT1371LV ,P10ULV4889  ,0.42  ,0.018  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00988 ,0.00183 ,0.96564    ,0.03042 ,0.02361  ,0.04722  ,205 ,1 ,AB  ,AB_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDM4879-P10ULV4737)       ,P10UDM4879   ,P10ULV4737  ,0.42  ,0.021  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.01113 ,0.00207 ,1.08787    ,0.03427 ,0.02660  ,0.05319  ,205 ,1 ,AB  ,AB_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDM4879-P10UDT1371LV)     ,P10UDT1371LV ,P10UDM4879  ,0.42  ,0.010  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00516 ,0.00096 ,0.50426    ,0.01589 ,0.01233  ,0.02466  ,205 ,1 ,AB  ,AB_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDM4880-P10ULV4754)       ,P10UDM4880   ,P10ULV4754  ,0.42  ,0.041  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.02212 ,0.00410 ,2.16135    ,0.06809 ,0.05284  ,0.10568  ,205 ,1 ,AB  ,AB_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDM4880-P10ULV4782)       ,P10UDM4880   ,P10ULV4782  ,0.42  ,0.019  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.01051 ,0.00195 ,1.02659    ,0.03234 ,0.02510  ,0.05020  ,205 ,1 ,AB  ,AB_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDM4880-P10UDT1371LV)     ,P10UDT1371LV ,P10UDM4880  ,0.42  ,0.010  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00516 ,0.00096 ,0.50403    ,0.01588 ,0.01232  ,0.02465  ,205 ,1 ,AB  ,AB_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDM4884-P10ULV4711)       ,P10UDM4884   ,P10ULV4711  ,0.42  ,0.011  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00614 ,0.00114 ,0.59997    ,0.01890 ,0.01467  ,0.02934  ,205 ,1 ,AB  ,AB_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDM4886-P10ULV4751)       ,P10UDM4886   ,P10ULV4751  ,0.42  ,0.011  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00589 ,0.00109 ,0.57597    ,0.01814 ,0.01408  ,0.02816  ,205 ,1 ,AB  ,AB_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDM4884-P10UDM4886)       ,P10UDM4884   ,P10UDM4886  ,0.42  ,0.010  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00538 ,0.00100 ,0.52596    ,0.01657 ,0.01286  ,0.02572  ,205 ,1 ,AB  ,AB_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDM4884-P10UDT1372LV)     ,P10UDT1372LV ,P10UDM4884  ,0.42  ,0.068  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.03692 ,0.00685 ,3.60743    ,0.11364 ,0.08820  ,0.17639  ,205 ,1 ,AB  ,AB_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDM4885-P10ULV4729)       ,P10UDM4885   ,P10ULV4729  ,0.42  ,0.019  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.01019 ,0.00189 ,0.99598    ,0.03138 ,0.02435  ,0.04870  ,205 ,1 ,AB  ,AB_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDM4883-P10ULV4702)       ,P10UDM4883   ,P10ULV4702  ,0.42  ,0.015  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00803 ,0.00149 ,0.78456    ,0.02471 ,0.01918  ,0.03836  ,205 ,1 ,AB  ,AB_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDM4887-P10ULV4808)       ,P10UDM4887   ,P10ULV4808  ,0.42  ,0.028  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.01521 ,0.00282 ,1.48617    ,0.04682 ,0.03633  ,0.07267  ,205 ,1 ,AB  ,AB_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDM4883-P10UDM4887)       ,P10UDM4883   ,P10UDM4887  ,0.42  ,0.096  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.05184 ,0.00962 ,5.06526    ,0.15956 ,0.12384  ,0.24768  ,205 ,1 ,AB  ,AB_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDM4883-P10UDM4885)       ,P10UDM4885   ,P10UDM4883  ,0.42  ,0.009  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00511 ,0.00095 ,0.49923    ,0.01573 ,0.01221  ,0.02441  ,205 ,1 ,AB  ,AB_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDM4885-P10UDT1372LV)     ,P10UDT1372LV ,P10UDM4885  ,0.42  ,0.009  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00511 ,0.00095 ,0.49949    ,0.01573 ,0.01221  ,0.02442  ,205 ,1 ,AB  ,AB_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDT1373LV-P10ULV4703)     ,P10UDT1373LV ,P10ULV4703  ,0.42  ,0.029  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.01586 ,0.00294 ,1.54962    ,0.04882 ,0.03789  ,0.07577  ,205 ,1 ,CA  ,CA_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDT1373LV-P10ULV4761)     ,P10UDT1373LV ,P10ULV4761  ,0.42  ,0.016  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00839 ,0.00156 ,0.81968    ,0.02582 ,0.02004  ,0.04008  ,205 ,1 ,CA  ,CA_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDT1373LV-P10ULV4792)     ,P10UDT1373LV ,P10ULV4792  ,0.42  ,0.023  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.01243 ,0.00231 ,1.21415    ,0.03825 ,0.02968  ,0.05937  ,205 ,1 ,CA  ,CA_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDM4889-P10ULV4704)       ,P10UDM4889   ,P10ULV4704  ,0.42  ,0.014  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00769 ,0.00143 ,0.75111    ,0.02366 ,0.01836  ,0.03673  ,205 ,1 ,CA  ,CA_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDM4890-P10ULV4716)       ,P10UDM4890   ,P10ULV4716  ,0.42  ,0.016  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00840 ,0.00156 ,0.82073    ,0.02585 ,0.02007  ,0.04013  ,205 ,1 ,CA  ,CA_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDM4889-P10UDM4890)       ,P10UDM4889   ,P10UDM4890  ,0.42  ,0.009  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00504 ,0.00093 ,0.49209    ,0.01550 ,0.01203  ,0.02406  ,205 ,1 ,CA  ,CA_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDM4889-P10UDT1373LV)     ,P10UDT1373LV ,P10UDM4889  ,0.42  ,0.009  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00504 ,0.00094 ,0.49255    ,0.01552 ,0.01204  ,0.02408  ,205 ,1 ,CA  ,CA_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDM4893-P10ULV4828)       ,P10UDM4893   ,P10ULV4828  ,0.42  ,0.015  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00818 ,0.00152 ,0.79896    ,0.02517 ,0.01953  ,0.03907  ,205 ,1 ,CA  ,CA_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDM4894-P10ULV4832)       ,P10UDM4894   ,P10ULV4832  ,0.42  ,0.015  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00833 ,0.00155 ,0.81440    ,0.02565 ,0.01991  ,0.03982  ,205 ,1 ,CA  ,CA_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDM4893-P10UDM4894)       ,P10UDM4893   ,P10UDM4894  ,0.42  ,0.009  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00504 ,0.00094 ,0.49255    ,0.01552 ,0.01204  ,0.02408  ,205 ,1 ,CA  ,CA_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDM4893-P10UDT1373LV)     ,P10UDT1373LV ,P10UDM4893  ,0.42  ,0.009  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00504 ,0.00093 ,0.49230    ,0.01551 ,0.01204  ,0.02407  ,205 ,1 ,CA  ,CA_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDT1374LV-P10ULV4706)     ,P10UDT1374LV ,P10ULV4706  ,0.42  ,0.015  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00819 ,0.00152 ,0.80017    ,0.02521 ,0.01956  ,0.03913  ,205 ,1 ,AB  ,AB_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDT1374LV-P10ULV4771)     ,P10UDT1374LV ,P10ULV4771  ,0.42  ,0.020  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.01061 ,0.00197 ,1.03644    ,0.03265 ,0.02534  ,0.05068  ,205 ,1 ,AB  ,AB_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDM4897-P10ULV4715)       ,P10UDM4897   ,P10ULV4715  ,0.42  ,0.015  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00801 ,0.00149 ,0.78307    ,0.02467 ,0.01914  ,0.03829  ,205 ,1 ,AB  ,AB_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDM4896-P10ULV4714)       ,P10UDM4896   ,P10ULV4714  ,0.42  ,0.021  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.01146 ,0.00213 ,1.11952    ,0.03527 ,0.02737  ,0.05474  ,205 ,1 ,AB  ,AB_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDM4896-P10ULV4755)       ,P10UDM4896   ,P10ULV4755  ,0.42  ,0.041  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.02192 ,0.00407 ,2.14200    ,0.06748 ,0.05237  ,0.10474  ,205 ,1 ,AB  ,AB_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDM4896-P10UDM4897)       ,P10UDM4897   ,P10UDM4896  ,0.42  ,0.010  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00523 ,0.00097 ,0.51083    ,0.01609 ,0.01249  ,0.02498  ,205 ,1 ,AB  ,AB_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDM4897-P10UDT1374LV)     ,P10UDT1374LV ,P10UDM4897  ,0.42  ,0.010  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00524 ,0.00097 ,0.51154    ,0.01611 ,0.01251  ,0.02501  ,205 ,1 ,AB  ,AB_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDM4899-P10ULV4722)       ,P10UDM4899   ,P10ULV4722  ,0.42  ,0.036  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.01971 ,0.00366 ,1.92583    ,0.06067 ,0.04708  ,0.09417  ,205 ,1 ,AB  ,AB_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDM4898-P10ULV4721)       ,P10UDM4898   ,P10ULV4721  ,0.42  ,0.022  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.01198 ,0.00222 ,1.17012    ,0.03686 ,0.02861  ,0.05722  ,205 ,1 ,AB  ,AB_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDM4898-P10UDM4899)       ,P10UDM4899   ,P10UDM4898  ,0.42  ,0.010  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00526 ,0.00098 ,0.51390    ,0.01619 ,0.01256  ,0.02513  ,205 ,1 ,AB  ,AB_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDM4899-P10UDT1374LV)     ,P10UDT1374LV ,P10UDM4899  ,0.42  ,0.078  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.04196 ,0.00779 ,4.10030    ,0.12917 ,0.10025  ,0.20049  ,205 ,1 ,AB  ,AB_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDT1375LV-P10ULV4816)     ,P10UDT1375LV ,P10ULV4816  ,0.42  ,0.012  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00671 ,0.00124 ,0.65537    ,0.02065 ,0.01602  ,0.03205  ,205 ,1 ,AB  ,AB_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDM4902-P10ULV4718)       ,P10UDM4902   ,P10ULV4718  ,0.42  ,0.014  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00774 ,0.00144 ,0.75624    ,0.02382 ,0.01849  ,0.03698  ,205 ,1 ,AB  ,AB_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDM4902-P10ULV4726)       ,P10UDM4902   ,P10ULV4726  ,0.42  ,0.013  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00677 ,0.00126 ,0.66136    ,0.02083 ,0.01617  ,0.03234  ,205 ,1 ,AB  ,AB_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDM4902-P10UDT1375LV)     ,P10UDT1375LV ,P10UDM4902  ,0.42  ,0.009  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00498 ,0.00092 ,0.48661    ,0.01533 ,0.01190  ,0.02379  ,205 ,1 ,AB  ,AB_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDM4904-P10ULV4766)       ,P10UDM4904   ,P10ULV4766  ,0.42  ,0.015  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00828 ,0.00154 ,0.80921    ,0.02549 ,0.01978  ,0.03957  ,205 ,1 ,AB  ,AB_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDM4904-P10UDT1375LV)     ,P10UDT1375LV ,P10UDM4904  ,0.42  ,0.009  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00498 ,0.00092 ,0.48635    ,0.01532 ,0.01189  ,0.02378  ,205 ,1 ,AB  ,AB_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDT1376LV-P10ULV4738)     ,P10UDT1376LV ,P10ULV4738  ,0.42  ,0.017  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00944 ,0.00175 ,0.92213    ,0.02905 ,0.02254  ,0.04509  ,205 ,1 ,CA  ,CA_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDM4908-P10ULV4789)       ,P10UDM4908   ,P10ULV4789  ,0.42  ,0.004  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00199 ,0.00037 ,0.19427    ,0.00612 ,0.00475  ,0.00950  ,205 ,1 ,CA  ,CA_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDM4906-P10ULV4727)       ,P10UDM4906   ,P10ULV4727  ,0.42  ,0.009  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00464 ,0.00086 ,0.45345    ,0.01428 ,0.01109  ,0.02217  ,205 ,1 ,CA  ,CA_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDM4906-P10UDM4908)       ,P10UDM4908   ,P10UDM4906  ,0.42  ,0.018  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00977 ,0.00181 ,0.95486    ,0.03008 ,0.02334  ,0.04669  ,205 ,1 ,CA  ,CA_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDM4908-P10UDT1376LV)     ,P10UDT1376LV ,P10UDM4908  ,0.42  ,0.009  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00489 ,0.00091 ,0.47785    ,0.01505 ,0.01168  ,0.02337  ,205 ,1 ,CA  ,CA_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDM4909-P10ULV4820)       ,P10UDM4909   ,P10ULV4820  ,0.42  ,0.011  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00577 ,0.00107 ,0.56406    ,0.01777 ,0.01379  ,0.02758  ,205 ,1 ,CA  ,CA_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDM4910-P10ULV4836)       ,P10UDM4910   ,P10ULV4836  ,0.42  ,0.009  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00470 ,0.00087 ,0.45949    ,0.01447 ,0.01123  ,0.02247  ,205 ,1 ,CA  ,CA_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDM4909-P10UDM4910)       ,P10UDM4909   ,P10UDM4910  ,0.42  ,0.009  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00489 ,0.00091 ,0.47751    ,0.01504 ,0.01167  ,0.02335  ,205 ,1 ,CA  ,CA_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDM4909-P10UDT1376LV)     ,P10UDT1376LV ,P10UDM4909  ,0.42  ,0.009  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00489 ,0.00091 ,0.47735    ,0.01504 ,0.01167  ,0.02334  ,205 ,1 ,CA  ,CA_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDT1377LV-P10ULV4779)     ,P10UDT1377LV ,P10ULV4779  ,0.42  ,0.012  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00638 ,0.00118 ,0.62382    ,0.01965 ,0.01525  ,0.03050  ,205 ,1 ,AB  ,AB_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDM4911-P10ULV4728)       ,P10UDM4911   ,P10ULV4728  ,0.42  ,0.011  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00572 ,0.00106 ,0.55883    ,0.01760 ,0.01366  ,0.02732  ,205 ,1 ,AB  ,AB_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDM4911-P10ULV5075)       ,P10UDM4911   ,P10ULV5075  ,0.42  ,0.034  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.01843 ,0.00342 ,1.80116    ,0.05674 ,0.04404  ,0.08807  ,205 ,1 ,AB  ,AB_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDM4911-P10UDT1377LV)     ,P10UDT1377LV ,P10UDM4911  ,0.42  ,0.010  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00530 ,0.00098 ,0.51810    ,0.01632 ,0.01267  ,0.02533  ,205 ,1 ,AB  ,AB_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDM4912-P10ULV4775)       ,P10UDM4912   ,P10ULV4775  ,0.42  ,0.015  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00787 ,0.00146 ,0.76894    ,0.02422 ,0.01880  ,0.03760  ,205 ,1 ,AB  ,AB_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDM4914-P10ULV4805)       ,P10UDM4914   ,P10ULV4805  ,0.42  ,0.014  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00742 ,0.00138 ,0.72491    ,0.02284 ,0.01772  ,0.03545  ,205 ,1 ,AB  ,AB_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDM4912-P10UDM4914)       ,P10UDM4912   ,P10UDM4914  ,0.42  ,0.010  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00530 ,0.00098 ,0.51785    ,0.01631 ,0.01266  ,0.02532  ,205 ,1 ,AB  ,AB_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDM4912-P10UDT1377LV)     ,P10UDT1377LV ,P10UDM4912  ,0.42  ,0.010  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00530 ,0.00098 ,0.51810    ,0.01632 ,0.01267  ,0.02533  ,205 ,1 ,AB  ,AB_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDM4918-P10ULV4804)       ,P10UDM4918   ,P10ULV4804  ,0.42  ,0.060  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.03223 ,0.00598 ,3.14955    ,0.09922 ,0.07700  ,0.15400  ,205 ,1 ,AB  ,AB_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDM4916-P10ULV4762)       ,P10UDM4916   ,P10ULV4762  ,0.42  ,0.044  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.02384 ,0.00442 ,2.32947    ,0.07338 ,0.05695  ,0.11390  ,205 ,1 ,AB  ,AB_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDM4921-P10ULV5073)       ,P10UDM4921   ,P10ULV5073  ,0.42  ,0.038  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.02073 ,0.00385 ,2.02518    ,0.06380 ,0.04951  ,0.09903  ,205 ,1 ,AB  ,AB_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDM4916-P10UDM4921)       ,P10UDM4916   ,P10UDM4921  ,0.42  ,0.020  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.01076 ,0.00200 ,1.05120    ,0.03311 ,0.02570  ,0.05140  ,205 ,1 ,AB  ,AB_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
