Code,Phases,NVolt_kV,DemP_kW,DemQ_kVAr,Subest,Feeder,Pinst_kW,Qinst_kVAr,Yearly_kWh,NumCust,
P10ULV6768  ,2 ,0.42  ,2.37    ,0.48   ,P10UHS7_1247 ,P10UHS7_1247 -> P10UDT1837 ,5.93    ,1.21   ,22371.40   ,2  ,
P10ULV6769  ,2 ,0.42  ,2.59    ,0.53   ,P10UHS7_1247 ,P10UHS7_1247 -> P10UDT1837 ,6.48    ,1.32   ,24414.36   ,2  ,
P10ULV6770  ,2 ,0.42  ,2.55    ,0.52   ,P10UHS7_1247 ,P10UHS7_1247 -> P10UDT1837 ,6.38    ,1.29   ,24036.85   ,2  ,
P10ULV6771  ,2 ,0.42  ,1.41    ,0.29   ,P10UHS7_1247 ,P10UHS7_1247 -> P10UDT1837 ,3.51    ,0.71   ,13242.26   ,1  ,
P10ULV6772  ,2 ,0.42  ,1.76    ,0.36   ,P10UHS7_1247 ,P10UHS7_1247 -> P10UDT1837 ,4.40    ,0.89   ,16590.43   ,1  ,
P10ULV6773  ,2 ,0.42  ,2.28    ,0.46   ,P10UHS7_1247 ,P10UHS7_1247 -> P10UDT1837 ,5.70    ,1.16   ,21486.07   ,1  ,
P10ULV6774  ,2 ,0.42  ,2.02    ,0.41   ,P10UHS7_1247 ,P10UHS7_1247 -> P10UDT1837 ,5.05    ,1.03   ,19054.17   ,1  ,
P10ULV6775  ,2 ,0.42  ,1.21    ,0.25   ,P10UHS7_1247 ,P10UHS7_1247 -> P10UDT1837 ,3.02    ,0.61   ,11371.73   ,1  ,
P10ULV6776  ,2 ,0.42  ,1.96    ,0.40   ,P10UHS7_1247 ,P10UHS7_1247 -> P10UDT1837 ,4.90    ,0.99   ,18464.77   ,1  ,
P10ULV6777  ,2 ,0.42  ,2.68    ,0.55   ,P10UHS7_1247 ,P10UHS7_1247 -> P10UDT1837 ,6.71    ,1.36   ,25300.87   ,2  ,
P10ULV6778  ,2 ,0.42  ,1.92    ,0.39   ,P10UHS7_1247 ,P10UHS7_1247 -> P10UDT1837 ,4.79    ,0.97   ,18050.43   ,1  ,
P10ULV6779  ,2 ,0.42  ,2.54    ,0.52   ,P10UHS7_1247 ,P10UHS7_1247 -> P10UDT1837 ,6.36    ,1.29   ,23969.39   ,2  ,
P10ULV6780  ,2 ,0.42  ,2.15    ,0.44   ,P10UHS7_1247 ,P10UHS7_1247 -> P10UDT1837 ,5.38    ,1.09   ,20296.79   ,1  ,
P10ULV6781  ,2 ,0.42  ,3.61    ,0.73   ,P10UHS7_1247 ,P10UHS7_1247 -> P10UDT1837 ,9.03    ,1.83   ,34054.20   ,3  ,
P10ULV6782  ,2 ,0.42  ,3.36    ,0.68   ,P10UHS7_1247 ,P10UHS7_1247 -> P10UDT1837 ,8.41    ,1.71   ,31696.68   ,2  ,
P10ULV6783  ,2 ,0.42  ,1.30    ,0.26   ,P10UHS7_1247 ,P10UHS7_1247 -> P10UDT1837 ,3.25    ,0.66   ,12232.77   ,1  ,
P10ULV6784  ,2 ,0.42  ,2.28    ,0.46   ,P10UHS7_1247 ,P10UHS7_1247 -> P10UDT1837 ,5.70    ,1.16   ,21468.37   ,1  ,
P10ULV6785  ,2 ,0.42  ,2.11    ,0.43   ,P10UHS7_1247 ,P10UHS7_1247 -> P10UDT1837 ,5.26    ,1.07   ,19843.21   ,1  ,
P10ULV6786  ,2 ,0.42  ,2.21    ,0.45   ,P10UHS7_1247 ,P10UHS7_1247 -> P10UDT1837 ,5.52    ,1.12   ,20803.12   ,1  ,
P10ULV6787  ,2 ,0.42  ,2.62    ,0.53   ,P10UHS7_1247 ,P10UHS7_1247 -> P10UDT1837 ,6.55    ,1.33   ,24680.05   ,2  ,
P10ULV6788  ,2 ,0.42  ,2.88    ,0.59   ,P10UHS7_1247 ,P10UHS7_1247 -> P10UDT1837 ,7.21    ,1.46   ,27183.11   ,2  ,
P10ULV6789  ,2 ,0.42  ,3.26    ,0.66   ,P10UHS7_1247 ,P10UHS7_1247 -> P10UDT1837 ,8.16    ,1.66   ,30760.75   ,2  ,
P10ULV6790  ,2 ,0.42  ,3.74    ,0.76   ,P10UHS7_1247 ,P10UHS7_1247 -> P10UDT1837 ,9.34    ,1.90   ,35221.45   ,3  ,
P10ULV6791  ,2 ,0.42  ,2.15    ,0.44   ,P10UHS7_1247 ,P10UHS7_1247 -> P10UDT1837 ,5.38    ,1.09   ,20297.02   ,1  ,
P10ULV6792  ,2 ,0.42  ,1.64    ,0.33   ,P10UHS7_1247 ,P10UHS7_1247 -> P10UDT1837 ,4.10    ,0.83   ,15446.15   ,1  ,
P10ULV6793  ,2 ,0.42  ,2.03    ,0.41   ,P10UHS7_1247 ,P10UHS7_1247 -> P10UDT1837 ,5.07    ,1.03   ,19127.05   ,1  ,
P10ULV6794  ,2 ,0.42  ,2.83    ,0.57   ,P10UHS7_1247 ,P10UHS7_1247 -> P10UDT1837 ,7.07    ,1.43   ,26637.75   ,2  ,
P10ULV6795  ,2 ,0.42  ,0.86    ,0.17   ,P10UHS7_1247 ,P10UHS7_1247 -> P10UDT1837 ,2.15    ,0.44   ,8244.67    ,1  ,
P10ULV6796  ,2 ,0.42  ,2.80    ,0.57   ,P10UHS7_1247 ,P10UHS7_1247 -> P10UDT1837 ,7.00    ,1.42   ,26403.82   ,2  ,
P10ULV6797  ,2 ,0.42  ,3.24    ,0.66   ,P10UHS7_1247 ,P10UHS7_1247 -> P10UDT1837 ,8.09    ,1.64   ,30495.26   ,2  ,
P10ULV6798  ,2 ,0.42  ,2.87    ,0.58   ,P10UHS7_1247 ,P10UHS7_1247 -> P10UDT1837 ,7.18    ,1.46   ,27074.69   ,2  ,
P10ULV6799  ,2 ,0.42  ,2.53    ,0.51   ,P10UHS7_1247 ,P10UHS7_1247 -> P10UDT1837 ,6.33    ,1.29   ,23861.27   ,2  ,
P10ULV6800  ,2 ,0.42  ,3.45    ,0.70   ,P10UHS7_1247 ,P10UHS7_1247 -> P10UDT1837 ,8.62    ,1.75   ,32478.89   ,2  ,
P10ULV6801  ,2 ,0.42  ,2.78    ,0.56   ,P10UHS7_1247 ,P10UHS7_1247 -> P10UDT1837 ,6.94    ,1.41   ,26166.02   ,2  ,
P10ULV6802  ,2 ,0.42  ,1.97    ,0.40   ,P10UHS7_1247 ,P10UHS7_1247 -> P10UDT1837 ,4.92    ,1.00   ,18548.57   ,1  ,
P10ULV6803  ,2 ,0.42  ,2.56    ,0.52   ,P10UHS7_1247 ,P10UHS7_1247 -> P10UDT1837 ,6.41    ,1.30   ,24157.28   ,2  ,
P10ULV6804  ,2 ,0.42  ,2.89    ,0.59   ,P10UHS7_1247 ,P10UHS7_1247 -> P10UDT1837 ,7.23    ,1.47   ,27263.96   ,2  ,
P10ULV6805  ,2 ,0.42  ,2.53    ,0.51   ,P10UHS7_1247 ,P10UHS7_1247 -> P10UDT1837 ,6.32    ,1.28   ,23822.78   ,2  ,
P10ULV6806  ,2 ,0.42  ,2.07    ,0.42   ,P10UHS7_1247 ,P10UHS7_1247 -> P10UDT1837 ,5.17    ,1.05   ,19495.61   ,1  ,
P10ULV6807  ,2 ,0.42  ,2.39    ,0.49   ,P10UHS7_1247 ,P10UHS7_1247 -> P10UDT1837 ,5.97    ,1.21   ,22514.31   ,2  ,
P10ULV6808  ,2 ,0.42  ,1.80    ,0.37   ,P10UHS7_1247 ,P10UHS7_1247 -> P10UDT1837 ,4.50    ,0.91   ,16960.71   ,1  ,
P10ULV6809  ,2 ,0.42  ,1.71    ,0.35   ,P10UHS7_1247 ,P10UHS7_1247 -> P10UDT1837 ,4.28    ,0.87   ,16147.59   ,1  ,
P10ULV6810  ,2 ,0.42  ,2.24    ,0.46   ,P10UHS7_1247 ,P10UHS7_1247 -> P10UDT1837 ,5.60    ,1.14   ,21121.64   ,1  ,
P10ULV6811  ,2 ,0.42  ,2.16    ,0.44   ,P10UHS7_1247 ,P10UHS7_1247 -> P10UDT1837 ,5.39    ,1.10   ,20334.64   ,1  ,
P10ULV6812  ,2 ,0.42  ,4.70    ,0.95   ,P10UHS7_1247 ,P10UHS7_1247 -> P10UDT1837 ,11.76   ,2.39   ,44318.20   ,3  ,
P10ULV6813  ,2 ,0.42  ,4.38    ,0.89   ,P10UHS7_1247 ,P10UHS7_1247 -> P10UDT1837 ,10.96   ,2.23   ,41312.34   ,3  ,
P10ULV6814  ,2 ,0.42  ,3.30    ,0.67   ,P10UHS7_1247 ,P10UHS7_1247 -> P10UDT1837 ,8.25    ,1.68   ,31093.58   ,2  ,
P10ULV6815  ,2 ,0.42  ,1.66    ,0.34   ,P10UHS7_1247 ,P10UHS7_1247 -> P10UDT1837 ,4.14    ,0.84   ,15603.59   ,1  ,
P10ULV6816  ,2 ,0.42  ,2.33    ,0.47   ,P10UHS7_1247 ,P10UHS7_1247 -> P10UDT1837 ,5.82    ,1.18   ,21956.11   ,2  ,
P10ULV6817  ,2 ,0.42  ,1.10    ,0.22   ,P10UHS7_1247 ,P10UHS7_1247 -> P10UDT1837 ,2.75    ,0.56   ,10366.94   ,1  ,
P10ULV6818  ,2 ,0.42  ,2.76    ,0.56   ,P10UHS7_1247 ,P10UHS7_1247 -> P10UDT1837 ,6.89    ,1.40   ,25971.23   ,2  ,
P10ULV6819  ,2 ,0.42  ,6.32    ,1.28   ,P10UHS7_1247 ,P10UHS7_1247 -> P10UDT1837 ,15.80   ,3.21   ,60149.06   ,4  ,
P10ULV6820  ,2 ,0.42  ,2.26    ,0.46   ,P10UHS7_1247 ,P10UHS7_1247 -> P10UDT1837 ,5.64    ,1.15   ,21259.87   ,1  ,
P10ULV6821  ,2 ,0.42  ,3.52    ,0.71   ,P10UHS7_1247 ,P10UHS7_1247 -> P10UDT1837 ,8.80    ,1.79   ,33163.52   ,2  ,
P10ULV6822  ,2 ,0.42  ,1.65    ,0.33   ,P10UHS7_1247 ,P10UHS7_1247 -> P10UDT1837 ,4.12    ,0.84   ,15539.76   ,1  ,
P10ULV6823  ,2 ,0.42  ,3.68    ,0.75   ,P10UHS7_1247 ,P10UHS7_1247 -> P10UDT1837 ,9.21    ,1.87   ,34716.74   ,3  ,
P10ULV6824  ,2 ,0.42  ,1.06    ,0.21   ,P10UHS7_1247 ,P10UHS7_1247 -> P10UDT1837 ,2.64    ,0.54   ,9962.57    ,1  ,
P10ULV6825  ,2 ,0.42  ,2.26    ,0.46   ,P10UHS7_1247 ,P10UHS7_1247 -> P10UDT1837 ,5.65    ,1.15   ,21281.51   ,1  ,
P10ULV6826  ,2 ,0.42  ,8.08    ,1.64   ,P10UHS7_1247 ,P10UHS7_1247 -> P10UDT1837 ,20.19   ,4.10   ,76888.12   ,5  ,
P10ULV6827  ,2 ,0.42  ,2.42    ,0.49   ,P10UHS7_1247 ,P10UHS7_1247 -> P10UDT1837 ,6.06    ,1.23   ,23059.35   ,1  ,
P10ULV6828  ,2 ,0.42  ,2.81    ,0.57   ,P10UHS7_1247 ,P10UHS7_1247 -> P10UDT1837 ,7.02    ,1.43   ,26458.17   ,2  ,
P10ULV6829  ,2 ,0.42  ,1.55    ,0.31   ,P10UHS7_1247 ,P10UHS7_1247 -> P10UDT1837 ,3.87    ,0.79   ,14577.84   ,1  ,
P10ULV6830  ,2 ,0.42  ,2.39    ,0.49   ,P10UHS7_1247 ,P10UHS7_1247 -> P10UDT1837 ,5.97    ,1.21   ,22519.64   ,2  ,
P10ULV6831  ,2 ,0.42  ,2.05    ,0.42   ,P10UHS7_1247 ,P10UHS7_1247 -> P10UDT1837 ,5.13    ,1.04   ,19347.37   ,1  ,
P10ULV6832  ,2 ,0.42  ,2.08    ,0.42   ,P10UHS7_1247 ,P10UHS7_1247 -> P10UDT1837 ,5.19    ,1.05   ,19576.97   ,1  ,
P10ULV6833  ,2 ,0.42  ,1.46    ,0.30   ,P10UHS7_1247 ,P10UHS7_1247 -> P10UDT1837 ,3.64    ,0.74   ,13738.15   ,1  ,
P10ULV6834  ,2 ,0.42  ,2.42    ,0.49   ,P10UHS7_1247 ,P10UHS7_1247 -> P10UDT1837 ,6.06    ,1.23   ,22851.07   ,2  ,
P10ULV6835  ,2 ,0.42  ,2.13    ,0.43   ,P10UHS5_1247 ,P10UHS5_1247 -> P10UDT1532 ,5.34    ,1.08   ,20322.49   ,1  ,
P10ULV6836  ,2 ,0.42  ,1.84    ,0.37   ,P10UHS5_1247 ,P10UHS5_1247 -> P10UDT1532 ,4.59    ,0.93   ,17492.41   ,1  ,
P10ULV6837  ,2 ,0.42  ,8.14    ,1.65   ,P10UHS5_1247 ,P10UHS5_1247 -> P10UDT1532 ,20.36   ,4.13   ,77516.07   ,5  ,
P10ULV6838  ,2 ,0.42  ,4.01    ,0.81   ,P10UHS5_1247 ,P10UHS5_1247 -> P10UDT1532 ,10.02   ,2.04   ,38170.99   ,2  ,
P10ULV6839  ,2 ,0.42  ,1.45    ,0.29   ,P10UHS5_1247 ,P10UHS5_1247 -> P10UDT1532 ,3.62    ,0.73   ,13774.35   ,1  ,
P10ULV6840  ,2 ,0.42  ,1.37    ,0.28   ,P10UHS5_1247 ,P10UHS5_1247 -> P10UDT1532 ,3.42    ,0.70   ,13036.74   ,1  ,
P10ULV6841  ,2 ,0.42  ,2.60    ,0.53   ,P10UHS5_1247 ,P10UHS5_1247 -> P10UDT1532 ,6.49    ,1.32   ,24727.54   ,1  ,
P10ULV6842  ,2 ,0.42  ,1.93    ,0.39   ,P10UHS5_1247 ,P10UHS5_1247 -> P10UDT1532 ,4.82    ,0.98   ,18339.92   ,1  ,
P10ULV6843  ,2 ,0.42  ,2.76    ,0.56   ,P10UHS5_1247 ,P10UHS5_1247 -> P10UDT1532 ,6.90    ,1.40   ,26283.42   ,2  ,
P10ULV6844  ,2 ,0.42  ,10.29   ,2.09   ,P10UHS5_1247 ,P10UHS5_1247 -> P10UDT1532 ,25.72   ,5.22   ,97920.27   ,6  ,
P10ULV6845  ,3 ,0.42  ,26.37   ,5.35   ,P10UHS5_1247 ,P10UHS5_1247 -> P10UDT1532 ,65.92   ,13.39  ,250993.80  ,19 ,
P10ULV6846  ,2 ,0.42  ,2.08    ,0.68   ,P10UHS5_1247 ,P10UHS5_1247 -> P10UDT1532 ,5.19    ,1.71   ,16232.29   ,1  ,
P10ULV6847  ,2 ,0.42  ,1.26    ,0.26   ,P10UHS5_1247 ,P10UHS5_1247 -> P10UDT1436 ,3.15    ,0.64   ,11873.31   ,1  ,
P10ULV6848  ,2 ,0.42  ,1.54    ,0.31   ,P10UHS5_1247 ,P10UHS5_1247 -> P10UDT1436 ,3.84    ,0.78   ,14468.45   ,1  ,
P10ULV6849  ,2 ,0.42  ,3.15    ,0.64   ,P10UHS5_1247 ,P10UHS5_1247 -> P10UDT1436 ,7.87    ,1.60   ,29656.00   ,2  ,
P10ULV6850  ,2 ,0.42  ,1.38    ,0.28   ,P10UHS5_1247 ,P10UHS5_1247 -> P10UDT1436 ,3.45    ,0.70   ,13014.72   ,1  ,
P10ULV6851  ,2 ,0.42  ,2.22    ,0.45   ,P10UHS5_1247 ,P10UHS5_1247 -> P10UDT1436 ,5.54    ,1.12   ,20880.05   ,1  ,
P10ULV6852  ,2 ,0.42  ,1.62    ,0.33   ,P10UHS5_1247 ,P10UHS5_1247 -> P10UDT1436 ,4.05    ,0.82   ,15257.54   ,1  ,
P10ULV6853  ,2 ,0.42  ,0.55    ,0.11   ,P10UHS5_1247 ,P10UHS5_1247 -> P10UDT1436 ,1.37    ,0.28   ,5468.49    ,1  ,
P10ULV6854  ,2 ,0.42  ,1.70    ,0.34   ,P10UHS5_1247 ,P10UHS5_1247 -> P10UDT1436 ,4.24    ,0.86   ,15986.85   ,1  ,
P10ULV6855  ,2 ,0.42  ,1.76    ,0.36   ,P10UHS5_1247 ,P10UHS5_1247 -> P10UDT1436 ,4.40    ,0.89   ,16602.65   ,1  ,
P10ULV6856  ,2 ,0.42  ,0.96    ,0.19   ,P10UHS5_1247 ,P10UHS5_1247 -> P10UDT1436 ,2.40    ,0.49   ,9104.67    ,1  ,
P10ULV6857  ,2 ,0.42  ,2.88    ,0.95   ,P10UHS5_1247 ,P10UHS5_1247 -> P10UDT1436 ,7.21    ,2.37   ,22539.63   ,1  ,
P10ULV6858  ,2 ,0.42  ,2.38    ,0.48   ,P10UHS5_1247 ,P10UHS5_1247 -> P10UDT1436 ,5.95    ,1.21   ,22670.35   ,1  ,
P10ULV6859  ,2 ,0.42  ,2.58    ,0.52   ,P10UHS5_1247 ,P10UHS5_1247 -> P10UDT1436 ,6.44    ,1.31   ,24523.17   ,1  ,
P10ULV6860  ,2 ,0.42  ,1.62    ,0.33   ,P10UHS5_1247 ,P10UHS5_1247 -> P10UDT1436 ,4.05    ,0.82   ,15402.03   ,1  ,
P10ULV6861  ,2 ,0.42  ,5.49    ,1.11   ,P10UHS5_1247 ,P10UHS5_1247 -> P10UDT1436 ,13.72   ,2.79   ,52229.63   ,3  ,
P10ULV6862  ,2 ,0.42  ,12.88   ,4.23   ,P10UHS5_1247 ,P10UHS5_1247 -> P10UDT1433 ,32.21   ,10.59  ,100687.60  ,1  ,
P10ULV6863  ,2 ,0.42  ,0.84    ,0.28   ,P10UHS5_1247 ,P10UHS5_1247 -> P10UDT1433 ,2.10    ,0.69   ,6564.22    ,1  ,
P10ULV6864  ,2 ,0.42  ,4.16    ,1.37   ,P10UHS5_1247 ,P10UHS5_1247 -> P10UDT1433 ,10.40   ,3.42   ,32527.18   ,1  ,
P10ULV6865  ,2 ,0.42  ,1.00    ,0.33   ,P10UHS5_1247 ,P10UHS5_1247 -> P10UDT1433 ,2.50    ,0.82   ,7802.58    ,1  ,
P10ULV6866  ,2 ,0.42  ,12.22   ,4.02   ,P10UHS5_1247 ,P10UHS5_1247 -> P10UDT1433 ,30.56   ,10.04  ,95526.12   ,1  ,
P10ULV6867  ,2 ,0.42  ,0.56    ,0.18   ,P10UHS5_1247 ,P10UHS5_1247 -> P10UDT1433 ,1.40    ,0.46   ,4383.91    ,1  ,
P10ULV6868  ,2 ,0.42  ,0.57    ,0.19   ,P10UHS5_1247 ,P10UHS5_1247 -> P10UDT1433 ,1.41    ,0.46   ,4415.99    ,1  ,
P10ULV6869  ,2 ,0.42  ,0.34    ,0.11   ,P10UHS5_1247 ,P10UHS5_1247 -> P10UDT1433 ,0.84    ,0.28   ,2630.56    ,1  ,
P10ULV6870  ,2 ,0.42  ,1.83    ,0.60   ,P10UHS5_1247 ,P10UHS5_1247 -> P10UDT1433 ,4.57    ,1.50   ,14296.28   ,1  ,
P10ULV6871  ,2 ,0.42  ,3.35    ,1.10   ,P10UHS5_1247 ,P10UHS5_1247 -> P10UDT1433 ,8.37    ,2.75   ,26169.30   ,1  ,
P10ULV6872  ,2 ,0.42  ,0.99    ,0.33   ,P10UHS5_1247 ,P10UHS5_1247 -> P10UDT1433 ,2.47    ,0.81   ,7736.69    ,1  ,
P10ULV6873  ,2 ,0.42  ,1.72    ,0.57   ,P10UHS5_1247 ,P10UHS5_1247 -> P10UDT1433 ,4.31    ,1.42   ,13481.63   ,1  ,
P10ULV6874  ,2 ,0.42  ,2.95    ,0.60   ,P10UHS5_1247 ,P10UHS5_1247 -> P10UDT1433 ,7.38    ,1.50   ,27600.57   ,1  ,
P10ULV6875  ,2 ,0.42  ,2.46    ,0.50   ,P10UHS5_1247 ,P10UHS5_1247 -> P10UDT1433 ,6.15    ,1.25   ,22970.09   ,1  ,
P10ULV6876  ,2 ,0.42  ,17.37   ,3.53   ,P10UHS5_1247 ,P10UHS5_1247 -> P10UDT1433 ,43.42   ,8.82   ,129566.70  ,1  ,
P10ULV6877  ,2 ,0.42  ,1.98    ,0.40   ,P10UHS7_1247 ,P10UHS7_1247 -> P10UDT1686 ,4.95    ,1.01   ,18658.54   ,1  ,
P10ULV6878  ,2 ,0.42  ,1.96    ,0.40   ,P10UHS7_1247 ,P10UHS7_1247 -> P10UDT1686 ,4.90    ,0.99   ,18467.26   ,1  ,
P10ULV6879  ,2 ,0.42  ,1.95    ,0.40   ,P10UHS7_1247 ,P10UHS7_1247 -> P10UDT1686 ,4.86    ,0.99   ,18333.58   ,1  ,
P10ULV6880  ,2 ,0.42  ,1.91    ,0.39   ,P10UHS7_1247 ,P10UHS7_1247 -> P10UDT1686 ,4.76    ,0.97   ,17955.50   ,1  ,
P10ULV6881  ,2 ,0.42  ,2.42    ,0.49   ,P10UHS7_1247 ,P10UHS7_1247 -> P10UDT1686 ,6.05    ,1.23   ,22806.37   ,2  ,
P10ULV6882  ,2 ,0.42  ,3.52    ,0.71   ,P10UHS7_1247 ,P10UHS7_1247 -> P10UDT1686 ,8.80    ,1.79   ,33167.58   ,2  ,
P10ULV6883  ,2 ,0.42  ,2.57    ,0.52   ,P10UHS7_1247 ,P10UHS7_1247 -> P10UDT1686 ,6.42    ,1.30   ,24212.59   ,2  ,
P10ULV6884  ,2 ,0.42  ,1.56    ,0.32   ,P10UHS7_1247 ,P10UHS7_1247 -> P10UDT1686 ,3.91    ,0.79   ,14733.65   ,1  ,
P10ULV6885  ,2 ,0.42  ,0.86    ,0.18   ,P10UHS7_1247 ,P10UHS7_1247 -> P10UDT1686 ,2.16    ,0.44   ,8255.50    ,1  ,
P10ULV6886  ,2 ,0.42  ,2.49    ,0.50   ,P10UHS7_1247 ,P10UHS7_1247 -> P10UDT1686 ,6.21    ,1.26   ,23418.84   ,2  ,
P10ULV6887  ,2 ,0.42  ,2.41    ,0.49   ,P10UHS7_1247 ,P10UHS7_1247 -> P10UDT1686 ,6.03    ,1.22   ,22737.09   ,2  ,
P10ULV6888  ,2 ,0.42  ,1.67    ,0.34   ,P10UHS7_1247 ,P10UHS7_1247 -> P10UDT1686 ,4.17    ,0.85   ,15709.94   ,1  ,
P10ULV6889  ,2 ,0.42  ,2.34    ,0.48   ,P10UHS7_1247 ,P10UHS7_1247 -> P10UDT1686 ,5.85    ,1.19   ,22065.45   ,2  ,
P10ULV6890  ,2 ,0.42  ,3.65    ,0.74   ,P10UHS7_1247 ,P10UHS7_1247 -> P10UDT1686 ,9.13    ,1.85   ,34419.74   ,3  ,
P10ULV6891  ,2 ,0.42  ,1.91    ,0.39   ,P10UHS7_1247 ,P10UHS7_1247 -> P10UDT1686 ,4.77    ,0.97   ,17962.50   ,1  ,
P10ULV6892  ,2 ,0.42  ,2.19    ,0.44   ,P10UHS7_1247 ,P10UHS7_1247 -> P10UDT1686 ,5.48    ,1.11   ,20642.87   ,1  ,
P10ULV6893  ,2 ,0.42  ,1.85    ,0.38   ,P10UHS7_1247 ,P10UHS7_1247 -> P10UDT1686 ,4.62    ,0.94   ,17410.51   ,1  ,
P10ULV6894  ,2 ,0.42  ,2.05    ,0.42   ,P10UHS7_1247 ,P10UHS7_1247 -> P10UDT1686 ,5.12    ,1.04   ,19305.66   ,1  ,
P10ULV6895  ,2 ,0.42  ,1.45    ,0.29   ,P10UHS7_1247 ,P10UHS7_1247 -> P10UDT1686 ,3.62    ,0.74   ,13646.74   ,1  ,
P10ULV6896  ,2 ,0.42  ,2.30    ,0.47   ,P10UHS7_1247 ,P10UHS7_1247 -> P10UDT1686 ,5.74    ,1.17   ,21649.39   ,2  ,
P10ULV6897  ,2 ,0.42  ,2.73    ,0.55   ,P10UHS7_1247 ,P10UHS7_1247 -> P10UDT1686 ,6.82    ,1.39   ,25714.58   ,2  ,
P10ULV6898  ,2 ,0.42  ,2.38    ,0.48   ,P10UHS7_1247 ,P10UHS7_1247 -> P10UDT1686 ,5.95    ,1.21   ,22443.50   ,2  ,
P10ULV6899  ,2 ,0.42  ,2.27    ,0.46   ,P10UHS7_1247 ,P10UHS7_1247 -> P10UDT1686 ,5.68    ,1.15   ,21426.81   ,1  ,
P10ULV6900  ,2 ,0.42  ,3.14    ,0.64   ,P10UHS7_1247 ,P10UHS7_1247 -> P10UDT1686 ,7.85    ,1.59   ,29589.26   ,2  ,
P10ULV6901  ,2 ,0.42  ,2.74    ,0.56   ,P10UHS7_1247 ,P10UHS7_1247 -> P10UDT1686 ,6.85    ,1.39   ,25813.68   ,2  ,
P10ULV6902  ,2 ,0.42  ,1.62    ,0.33   ,P10UHS7_1247 ,P10UHS7_1247 -> P10UDT1686 ,4.04    ,0.82   ,15222.41   ,1  ,
P10ULV6903  ,2 ,0.42  ,2.05    ,0.42   ,P10UHS7_1247 ,P10UHS7_1247 -> P10UDT1686 ,5.14    ,1.04   ,19364.59   ,1  ,
P10ULV6904  ,2 ,0.42  ,1.38    ,0.28   ,P10UHS7_1247 ,P10UHS7_1247 -> P10UDT1686 ,3.46    ,0.70   ,13042.90   ,1  ,
P10ULV6905  ,2 ,0.42  ,1.63    ,0.33   ,P10UHS7_1247 ,P10UHS7_1247 -> P10UDT1686 ,4.08    ,0.83   ,15388.25   ,1  ,
P10ULV6906  ,2 ,0.42  ,3.40    ,0.69   ,P10UHS7_1247 ,P10UHS7_1247 -> P10UDT1686 ,8.49    ,1.72   ,31996.63   ,2  ,
P10ULV6907  ,2 ,0.42  ,2.63    ,0.53   ,P10UHS7_1247 ,P10UHS7_1247 -> P10UDT1686 ,6.59    ,1.34   ,24824.49   ,2  ,
P10ULV6908  ,2 ,0.42  ,2.23    ,0.45   ,P10UHS7_1247 ,P10UHS7_1247 -> P10UDT1686 ,5.58    ,1.13   ,21018.53   ,1  ,
P10ULV6909  ,2 ,0.42  ,2.70    ,0.55   ,P10UHS7_1247 ,P10UHS7_1247 -> P10UDT1686 ,6.75    ,1.37   ,25428.07   ,2  ,
P10ULV6910  ,2 ,0.42  ,1.43    ,0.29   ,P10UHS7_1247 ,P10UHS7_1247 -> P10UDT1686 ,3.58    ,0.73   ,13511.23   ,1  ,
P10ULV6911  ,2 ,0.42  ,2.85    ,0.58   ,P10UHS7_1247 ,P10UHS7_1247 -> P10UDT1686 ,7.12    ,1.45   ,26829.33   ,2  ,
P10ULV6912  ,2 ,0.42  ,2.24    ,0.46   ,P10UHS7_1247 ,P10UHS7_1247 -> P10UDT1686 ,5.61    ,1.14   ,21140.47   ,1  ,
P10ULV6913  ,2 ,0.42  ,2.87    ,0.58   ,P10UHS7_1247 ,P10UHS7_1247 -> P10UDT1686 ,7.17    ,1.46   ,27040.44   ,2  ,
P10ULV6914  ,2 ,0.42  ,2.36    ,0.48   ,P10UHS7_1247 ,P10UHS7_1247 -> P10UDT1686 ,5.89    ,1.20   ,22192.74   ,2  ,
P10ULV6915  ,2 ,0.42  ,2.78    ,0.56   ,P10UHS7_1247 ,P10UHS7_1247 -> P10UDT1686 ,6.96    ,1.41   ,26219.63   ,2  ,
P10ULV6916  ,2 ,0.42  ,2.79    ,0.57   ,P10UHS7_1247 ,P10UHS7_1247 -> P10UDT1686 ,6.96    ,1.41   ,26252.85   ,2  ,
P10ULV6917  ,2 ,0.42  ,2.13    ,0.43   ,P10UHS7_1247 ,P10UHS7_1247 -> P10UDT1686 ,5.33    ,1.08   ,20105.67   ,1  ,
P10ULV6918  ,2 ,0.42  ,4.04    ,0.82   ,P10UHS7_1247 ,P10UHS7_1247 -> P10UDT1686 ,10.11   ,2.05   ,38104.02   ,3  ,
P10ULV6919  ,2 ,0.42  ,2.74    ,0.56   ,P10UHS7_1247 ,P10UHS7_1247 -> P10UDT1686 ,6.85    ,1.39   ,25806.76   ,2  ,
P10ULV6920  ,2 ,0.42  ,2.91    ,0.59   ,P10UHS7_1247 ,P10UHS7_1247 -> P10UDT1686 ,7.28    ,1.48   ,27422.79   ,2  ,
P10ULV6921  ,2 ,0.42  ,2.36    ,0.48   ,P10UHS7_1247 ,P10UHS7_1247 -> P10UDT1686 ,5.90    ,1.20   ,22226.26   ,2  ,
