Code,Phases,NVolt_kV,DemP_kW,DemQ_kVAr,Subest,Feeder,Pinst_kW,Qinst_kVAr,Yearly_kWh,NumCust,
P1ULV627  ,1 ,0.42  ,6.45    ,1.31   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1469 ,16.12   ,3.27   ,62374.07    ,1   ,
P1ULV628  ,1 ,0.42  ,1.94    ,0.39   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1469 ,4.86    ,0.99   ,18310.02    ,1   ,
P1ULV629  ,1 ,0.42  ,4.61    ,0.94   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1469 ,11.53   ,2.34   ,51254.64    ,3   ,
P1ULV630  ,1 ,0.42  ,1.15    ,0.23   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1469 ,2.88    ,0.59   ,10867.10    ,1   ,
P1ULV631  ,1 ,0.42  ,5.01    ,1.02   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1469 ,12.52   ,2.54   ,55646.91    ,3   ,
P1ULV632  ,1 ,0.42  ,1.78    ,0.36   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1469 ,4.44    ,0.90   ,16732.75    ,1   ,
P1ULV633  ,1 ,0.42  ,2.97    ,0.60   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1469 ,7.42    ,1.51   ,27969.00    ,2   ,
P1ULV633  ,1 ,0.42  ,1.87    ,0.38   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1469 ,4.66    ,0.95   ,17580.81    ,1   ,
P1ULV635  ,1 ,0.42  ,5.20    ,1.06   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1469 ,12.99   ,2.64   ,57754.66    ,3   ,
P1ULV636  ,1 ,0.42  ,4.20    ,0.85   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1469 ,10.50   ,2.13   ,46673.98    ,3   ,
P1ULV620  ,1 ,0.42  ,10.25   ,2.08   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1469 ,25.63   ,5.20   ,113953.10   ,6   ,
P1ULV638  ,1 ,0.42  ,1.56    ,0.32   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1469 ,3.89    ,0.79   ,14678.11    ,1   ,
P1ULV638  ,1 ,0.42  ,0.82    ,0.17   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1469 ,2.05    ,0.42   ,9129.55     ,1   ,
P1ULV640  ,1 ,0.42  ,6.64    ,1.35   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1469 ,16.61   ,3.37   ,73843.30    ,4   ,
P1ULV641  ,1 ,0.42  ,6.50    ,1.32   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1469 ,16.26   ,3.30   ,72297.63    ,4   ,
P1ULV642  ,1 ,0.42  ,5.95    ,1.21   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1469 ,14.87   ,3.02   ,66109.53    ,4   ,
P1ULV643  ,1 ,0.42  ,1.28    ,0.26   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1469 ,3.19    ,0.65   ,12016.63    ,1   ,
P1ULV643  ,1 ,0.42  ,4.48    ,0.91   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1469 ,11.21   ,2.28   ,49827.25    ,3   ,
P1ULV645  ,1 ,0.42  ,2.34    ,0.47   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1469 ,5.84    ,1.19   ,22031.40    ,2   ,
P1ULV646  ,3 ,0.42  ,61.48   ,12.48  ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT104  ,153.70  ,31.21  ,479997.10   ,1   ,
P1ULV647  ,3 ,0.42  ,33.80   ,6.86   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT104  ,84.50   ,17.16  ,263896.80   ,1   ,
P1ULV647  ,3 ,0.42  ,36.26   ,7.36   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT104  ,90.65   ,18.41  ,283109.00   ,1   ,
P1ULV649  ,1 ,0.42  ,16.84   ,3.42   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT104  ,42.11   ,8.55   ,131509.20   ,1   ,
P1ULV650  ,1 ,0.42  ,1.64    ,0.54   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1472 ,4.10    ,1.35   ,13687.49    ,1   ,
P1ULV651  ,1 ,0.42  ,5.10    ,1.68   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1472 ,12.76   ,4.19   ,42559.61    ,1   ,
P1ULV383  ,1 ,0.42  ,3.38    ,0.69   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1472 ,8.44    ,1.71   ,31828.89    ,2   ,
P1ULV653  ,3 ,0.42  ,39.89   ,8.10   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1472 ,99.72   ,20.25  ,443358.40   ,42  ,
P1ULV654  ,1 ,0.42  ,10.02   ,2.03   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1472 ,25.04   ,5.09   ,111343.30   ,6   ,
P1ULV655  ,1 ,0.42  ,5.85    ,1.92   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1472 ,14.62   ,4.80   ,48762.08    ,1   ,
P1ULV656  ,1 ,0.42  ,1.24    ,0.25   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1472 ,3.09    ,0.63   ,13741.65    ,1   ,
P1ULV657  ,1 ,0.42  ,17.62   ,5.79   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1470 ,44.04   ,14.48  ,146922.80   ,1   ,
P1ULV658  ,1 ,0.42  ,14.86   ,4.88   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1470 ,37.14   ,12.21  ,123882.40   ,1   ,
P1ULV659  ,1 ,0.42  ,11.16   ,3.67   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1470 ,27.90   ,9.17   ,93064.48    ,1   ,
P1ULV660  ,1 ,0.42  ,12.59   ,2.56   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1470 ,31.47   ,6.39   ,121747.90   ,1   ,
P1ULV661  ,1 ,0.42  ,8.86    ,2.91   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1470 ,22.15   ,7.28   ,73903.35    ,1   ,
P1ULV154  ,1 ,0.42  ,0.94    ,0.31   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1470 ,2.36    ,0.78   ,7875.10     ,1   ,
P1ULV426  ,1 ,0.42  ,6.24    ,1.27   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1470 ,15.61   ,3.17   ,69399.24    ,4   ,
P1ULV664  ,1 ,0.42  ,1.28    ,0.26   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1470 ,3.21    ,0.65   ,14263.47    ,1   ,
P1ULV665  ,1 ,0.42  ,10.00   ,2.03   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1469 ,25.01   ,5.08   ,111202.60   ,6   ,
P1ULV666  ,1 ,0.42  ,10.42   ,2.12   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1469 ,26.04   ,5.29   ,115800.00   ,6   ,
P1ULV667  ,1 ,0.42  ,3.04    ,0.62   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1470 ,7.60    ,1.54   ,33769.71    ,2   ,
P1ULV668  ,1 ,0.42  ,7.13    ,1.45   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1470 ,17.83   ,3.62   ,79265.83    ,4   ,
P1ULV669  ,1 ,0.42  ,6.81    ,1.38   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1470 ,17.02   ,3.46   ,75696.49    ,4   ,
P1ULV670  ,1 ,0.42  ,9.12    ,1.85   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1470 ,22.80   ,4.63   ,101378.80   ,6   ,
P1ULV670  ,1 ,0.42  ,8.63    ,1.75   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1470 ,21.57   ,4.38   ,95907.52    ,5   ,
P1ULV672  ,1 ,0.42  ,3.52    ,0.72   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1470 ,8.81    ,1.79   ,39168.81    ,2   ,
P1ULV673  ,1 ,0.42  ,4.91    ,1.00   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1470 ,12.27   ,2.49   ,54550.84    ,3   ,
P1ULV673  ,1 ,0.42  ,3.08    ,0.63   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1470 ,7.70    ,1.56   ,29018.41    ,2   ,
P1ULV675  ,1 ,0.42  ,3.21    ,0.65   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1470 ,8.02    ,1.63   ,30226.86    ,2   ,
P1ULV675  ,1 ,0.42  ,2.95    ,0.60   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1470 ,7.37    ,1.50   ,27777.89    ,2   ,
P1ULV677  ,1 ,0.42  ,7.20    ,1.46   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1470 ,17.99   ,3.65   ,80003.43    ,4   ,
P1ULV678  ,1 ,0.42  ,3.11    ,0.63   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1470 ,7.77    ,1.58   ,29307.04    ,2   ,
P1ULV678  ,1 ,0.42  ,3.34    ,0.68   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1470 ,8.35    ,1.70   ,31466.92    ,2   ,
P1ULV680  ,1 ,0.42  ,3.10    ,0.63   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1470 ,7.76    ,1.58   ,29248.08    ,2   ,
P1ULV680  ,1 ,0.42  ,2.70    ,0.55   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1470 ,6.75    ,1.37   ,25433.73    ,2   ,
P1ULV682  ,1 ,0.42  ,3.14    ,0.64   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1470 ,7.85    ,1.59   ,29589.68    ,2   ,
P1ULV683  ,1 ,0.42  ,3.07    ,0.62   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1470 ,7.68    ,1.56   ,28957.32    ,2   ,
P1ULV684  ,1 ,0.42  ,3.89    ,0.79   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1470 ,9.72    ,1.97   ,36654.57    ,3   ,
P1ULV685  ,1 ,0.42  ,2.34    ,0.48   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1470 ,5.86    ,1.19   ,22096.52    ,2   ,
P1ULV684  ,1 ,0.42  ,3.93    ,0.80   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1470 ,9.83    ,2.00   ,37057.89    ,3   ,
P1ULV687  ,1 ,0.42  ,2.85    ,0.58   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1470 ,7.13    ,1.45   ,26879.86    ,2   ,
P1ULV687  ,1 ,0.42  ,2.89    ,0.59   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1470 ,7.22    ,1.47   ,27221.14    ,2   ,
P1ULV689  ,1 ,0.42  ,2.65    ,0.54   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1470 ,6.62    ,1.34   ,24964.52    ,2   ,
P1ULV690  ,1 ,0.42  ,3.27    ,0.66   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1470 ,8.16    ,1.66   ,30774.82    ,2   ,
P1ULV691  ,1 ,0.42  ,1.99    ,0.40   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1470 ,4.96    ,1.01   ,18707.06    ,1   ,
P1ULV692  ,1 ,0.42  ,4.86    ,0.99   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1470 ,12.14   ,2.46   ,53971.96    ,3   ,
P1ULV692  ,1 ,0.42  ,2.49    ,0.51   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1470 ,6.22    ,1.26   ,23442.57    ,2   ,
P1ULV694  ,1 ,0.42  ,1.98    ,0.40   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1470 ,4.95    ,1.00   ,18646.89    ,1   ,
P1ULV695  ,1 ,0.42  ,2.48    ,0.50   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1470 ,6.20    ,1.26   ,23383.47    ,2   ,
P1ULV696  ,1 ,0.42  ,8.33    ,1.69   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1470 ,20.81   ,4.23   ,92540.64    ,5   ,
P1ULV697  ,1 ,0.42  ,1.68    ,0.34   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1470 ,4.20    ,0.85   ,15833.31    ,1   ,
P1ULV698  ,1 ,0.42  ,4.94    ,1.00   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1470 ,12.36   ,2.51   ,54948.20    ,3   ,
P1ULV699  ,1 ,0.42  ,1.81    ,0.37   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1470 ,4.53    ,0.92   ,17090.57    ,1   ,
P1ULV699  ,1 ,0.42  ,1.99    ,0.40   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1470 ,4.98    ,1.01   ,18777.77    ,1   ,
P1ULV701  ,1 ,0.42  ,1.93    ,0.39   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1470 ,4.83    ,0.98   ,18203.25    ,1   ,
P1ULV702  ,1 ,0.42  ,4.15    ,0.84   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1470 ,10.37   ,2.11   ,46092.25    ,3   ,
P1ULV703  ,1 ,0.42  ,5.47    ,1.11   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1470 ,13.68   ,2.78   ,60828.36    ,3   ,
P1ULV704  ,1 ,0.42  ,2.93    ,0.59   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1470 ,7.32    ,1.49   ,27599.58    ,2   ,
P1ULV705  ,1 ,0.42  ,6.57    ,1.33   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1470 ,16.41   ,3.33   ,72974.02    ,4   ,
P1ULV706  ,1 ,0.42  ,6.28    ,1.28   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1470 ,15.70   ,3.19   ,69826.73    ,4   ,
P1ULV707  ,1 ,0.42  ,5.46    ,1.11   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1470 ,13.65   ,2.77   ,60707.23    ,3   ,
P1ULV708  ,1 ,0.42  ,7.26    ,1.47   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1470 ,18.14   ,3.68   ,80676.41    ,4   ,
P1ULV709  ,1 ,0.42  ,2.34    ,0.47   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1470 ,5.84    ,1.19   ,22005.11    ,2   ,
P1ULV710  ,1 ,0.42  ,2.57    ,0.52   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1470 ,6.41    ,1.30   ,24173.11    ,2   ,
P1ULV711  ,1 ,0.42  ,2.68    ,0.55   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1470 ,6.71    ,1.36   ,25297.21    ,2   ,
P1ULV712  ,1 ,0.42  ,2.29    ,0.46   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1470 ,5.72    ,1.16   ,21562.68    ,1   ,
P1ULV712  ,1 ,0.42  ,5.57    ,1.13   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1470 ,13.93   ,2.83   ,61940.37    ,3   ,
P1ULV714  ,1 ,0.42  ,4.18    ,0.85   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1470 ,10.46   ,2.12   ,46496.26    ,3   ,
P1ULV715  ,1 ,0.42  ,1.35    ,0.27   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1470 ,3.37    ,0.68   ,12706.78    ,1   ,
P1ULV716  ,1 ,0.42  ,1.67    ,0.34   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1470 ,4.18    ,0.85   ,15752.28    ,1   ,
P1ULV717  ,1 ,0.42  ,5.57    ,1.13   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1470 ,13.93   ,2.83   ,61937.12    ,3   ,
P1ULV718  ,1 ,0.42  ,4.07    ,0.83   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1470 ,10.17   ,2.07   ,45217.69    ,2   ,
P1ULV719  ,1 ,0.42  ,1.80    ,0.36   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1470 ,4.49    ,0.91   ,16923.66    ,1   ,
P1ULV714  ,1 ,0.42  ,1.62    ,0.33   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1470 ,4.04    ,0.82   ,15239.04    ,1   ,
P1ULV721  ,1 ,0.42  ,2.25    ,0.46   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1470 ,5.62    ,1.14   ,21176.83    ,1   ,
P1ULV722  ,1 ,0.42  ,2.51    ,0.51   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1470 ,6.29    ,1.28   ,23693.72    ,2   ,
P1ULV723  ,1 ,0.42  ,5.86    ,1.19   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1470 ,14.64   ,2.97   ,65081.71    ,4   ,
P1ULV724  ,1 ,0.42  ,2.11    ,0.43   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1470 ,5.26    ,1.07   ,19845.87    ,1   ,
P1ULV724  ,1 ,0.42  ,4.12    ,0.84   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1470 ,10.31   ,2.09   ,45823.28    ,3   ,
P1ULV726  ,1 ,0.42  ,1.87    ,0.38   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1470 ,4.69    ,0.95   ,17668.13    ,1   ,
P1ULV727  ,1 ,0.42  ,2.41    ,0.49   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1470 ,6.02    ,1.22   ,22686.21    ,2   ,
P1ULV728  ,1 ,0.42  ,1.99    ,0.40   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1470 ,4.97    ,1.01   ,18737.03    ,1   ,
P1ULV729  ,1 ,0.42  ,5.15    ,1.05   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1470 ,12.88   ,2.61   ,57254.88    ,3   ,
P1ULV730  ,1 ,0.42  ,5.80    ,1.18   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1470 ,14.51   ,2.95   ,64521.09    ,4   ,
P1ULV731  ,1 ,0.42  ,5.44    ,1.10   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1470 ,13.59   ,2.76   ,60437.09    ,3   ,
P1ULV732  ,1 ,0.42  ,4.21    ,0.86   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1470 ,10.53   ,2.14   ,46834.38    ,3   ,
P1ULV733  ,1 ,0.42  ,2.01    ,0.41   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1470 ,5.03    ,1.02   ,18960.17    ,1   ,
P1ULV734  ,1 ,0.42  ,1.46    ,0.30   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1470 ,3.65    ,0.74   ,13764.49    ,1   ,
P1ULV734  ,1 ,0.42  ,3.38    ,0.69   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1470 ,8.44    ,1.71   ,37538.40    ,2   ,
P1ULV736  ,1 ,0.42  ,1.61    ,0.33   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1470 ,4.01    ,0.81   ,15128.08    ,1   ,
P1ULV737  ,1 ,0.42  ,1.83    ,0.37   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1470 ,4.58    ,0.93   ,17270.37    ,1   ,
P1ULV738  ,1 ,0.42  ,5.85    ,1.19   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1470 ,14.62   ,2.97   ,64991.36    ,4   ,
P1ULV739  ,1 ,0.42  ,4.32    ,0.88   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1470 ,10.80   ,2.19   ,48018.92    ,3   ,
P1ULV740  ,1 ,0.42  ,5.13    ,1.04   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1470 ,12.82   ,2.60   ,57004.50    ,3   ,
P1ULV741  ,1 ,0.42  ,5.47    ,1.11   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1470 ,13.67   ,2.78   ,52869.55    ,1   ,
P1ULV741  ,1 ,0.42  ,6.29    ,1.28   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1470 ,15.72   ,3.19   ,69914.13    ,4   ,
P1ULV743  ,1 ,0.42  ,2.73    ,0.55   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1470 ,6.83    ,1.39   ,25753.96    ,2   ,
P1ULV744  ,1 ,0.42  ,1.66    ,0.34   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1470 ,4.16    ,0.84   ,15676.80    ,1   ,
P1ULV745  ,1 ,0.42  ,1.33    ,0.27   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1470 ,3.34    ,0.68   ,12575.35    ,1   ,
P1ULV746  ,1 ,0.42  ,5.08    ,1.03   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1469 ,12.70   ,2.58   ,56469.95    ,3   ,
P1ULV747  ,1 ,0.42  ,15.96   ,3.24   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1469 ,39.90   ,8.10   ,150416.40   ,12  ,
P1ULV748  ,1 ,0.42  ,0.97    ,0.20   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1469 ,2.43    ,0.49   ,9239.49     ,1   ,
P1ULV749  ,1 ,0.42  ,6.23    ,1.26   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1469 ,15.57   ,3.16   ,69246.33    ,4   ,
P1ULV749  ,1 ,0.42  ,2.02    ,0.41   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1469 ,5.06    ,1.03   ,19080.33    ,1   ,
P1ULV751  ,1 ,0.42  ,5.97    ,1.21   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1469 ,14.92   ,3.03   ,66342.45    ,4   ,
P1ULV752  ,1 ,0.42  ,4.30    ,0.87   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1469 ,10.76   ,2.19   ,47848.80    ,3   ,
P1ULV79   ,1 ,0.42  ,2.07    ,0.42   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1470 ,5.19    ,1.05   ,19545.95    ,1   ,
P1ULV754  ,1 ,0.42  ,2.83    ,0.58   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1469 ,7.09    ,1.44   ,26711.48    ,2   ,
P1ULV754  ,1 ,0.42  ,0.36    ,0.07   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1469 ,0.90    ,0.18   ,4003.24     ,1   ,
P1ULV756  ,1 ,0.42  ,3.62    ,0.74   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1469 ,9.05    ,1.84   ,40249.67    ,2   ,
P1ULV756  ,1 ,0.42  ,4.88    ,0.99   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1469 ,12.19   ,2.48   ,54217.21    ,3   ,
P1ULV758  ,1 ,0.42  ,1.58    ,0.32   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1469 ,3.94    ,0.80   ,14844.54    ,1   ,
P1ULV759  ,1 ,0.42  ,1.60    ,0.32   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1469 ,4.00    ,0.81   ,15081.00    ,1   ,
P1ULV760  ,1 ,0.42  ,2.27    ,0.46   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1469 ,5.68    ,1.15   ,21401.77    ,1   ,
P1ULV761  ,1 ,0.42  ,3.63    ,0.74   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1469 ,9.08    ,1.84   ,40360.89    ,2   ,
P1ULV761  ,1 ,0.42  ,1.82    ,0.37   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1469 ,4.55    ,0.92   ,17141.42    ,1   ,
P1ULV763  ,1 ,0.42  ,1.86    ,0.38   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1469 ,4.66    ,0.95   ,17558.73    ,1   ,
P1ULV764  ,1 ,0.42  ,10.10   ,2.05   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1469 ,25.26   ,5.13   ,112316.00   ,6   ,
P1ULV765  ,1 ,0.42  ,6.01    ,1.22   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1469 ,15.03   ,3.05   ,66833.70    ,4   ,
P1ULV766  ,1 ,0.42  ,11.51   ,2.34   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1469 ,28.77   ,5.84   ,127911.20   ,7   ,
P1ULV767  ,1 ,0.42  ,1.77    ,0.36   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1469 ,4.42    ,0.90   ,16648.02    ,1   ,
P1ULV768  ,1 ,0.42  ,1.39    ,0.28   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1469 ,3.46    ,0.70   ,13055.66    ,1   ,
P1ULV769  ,1 ,0.42  ,1.61    ,0.33   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1469 ,4.02    ,0.82   ,17892.48    ,1   ,
P1ULV605  ,1 ,0.42  ,1.75    ,0.36   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1469 ,4.38    ,0.89   ,16507.47    ,1   ,
P1ULV771  ,1 ,0.42  ,1.55    ,0.32   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1469 ,3.88    ,0.79   ,14631.13    ,1   ,
P1ULV772  ,1 ,0.42  ,1.73    ,0.35   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1469 ,4.33    ,0.88   ,16316.39    ,1   ,
P1ULV772  ,1 ,0.42  ,2.79    ,0.57   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1469 ,6.98    ,1.42   ,31039.67    ,2   ,
P1ULV774  ,1 ,0.42  ,3.90    ,0.79   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1469 ,9.75    ,1.98   ,43352.42    ,2   ,
P1ULV775  ,1 ,0.42  ,2.59    ,0.53   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1469 ,6.47    ,1.31   ,28756.03    ,2   ,
P1ULV609  ,1 ,0.42  ,1.67    ,0.34   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1469 ,4.18    ,0.85   ,15764.14    ,1   ,
P1ULV777  ,1 ,0.42  ,8.64    ,1.75   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1469 ,21.59   ,4.38   ,96000.51    ,5   ,
P1ULV777  ,1 ,0.42  ,13.19   ,2.68   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1469 ,32.97   ,6.70   ,146602.40   ,8   ,
P1ULV779  ,1 ,0.42  ,5.84    ,1.19   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1469 ,14.61   ,2.97   ,64966.54    ,4   ,
P1ULV780  ,1 ,0.42  ,8.13    ,1.65   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1469 ,20.31   ,4.13   ,90323.78    ,5   ,
P1ULV781  ,1 ,0.42  ,2.35    ,0.48   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1469 ,5.88    ,1.19   ,22169.40    ,2   ,
P1ULV782  ,1 ,0.42  ,4.58    ,0.93   ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1469 ,11.46   ,2.33   ,50947.23    ,3   ,
