Code,NodeA,NodeB,NomV,Len,Equip,R,X,C,R0,X0,C0,Imax,Status,Phases,PhasesV,PhasesVI,Subest,Feeder,
L(R:P2UDM9756-P2ULV5957)                  ,P2UDM9756    ,P2ULV5957   ,0.42  ,0.005 ,1P_OH_CU_4_Ionic_0_416_0               ,0.00434 ,0.00053 ,0.28455   ,0.01058 ,0.00655 ,0.01964 ,115 ,1 ,C   ,C_LV   ,1_LV_38.3333 ,P2UHS13_1247 ,P2UHS13_1247 -> P2UDT5108  ,
L(R:P2UDM9756-P2UDT2822LV)                ,P2UDT2822LV  ,P2UDM9756   ,0.42  ,0.010 ,1P_OH_CU_4_Ionic_0_416_0               ,0.00866 ,0.00105 ,0.56750   ,0.02110 ,0.01306 ,0.03917 ,115 ,1 ,C   ,C_LV   ,1_LV_38.3333 ,P2UHS13_1247 ,P2UHS13_1247 -> P2UDT5108  ,
L(R:P2UDM9757-P2ULV11265)                 ,P2UDM9757    ,P2ULV11265  ,0.42  ,0.003 ,1P_OH_CU_4_Ionic_0_416_0               ,0.00267 ,0.00032 ,0.17466   ,0.00649 ,0.00402 ,0.01205 ,115 ,1 ,C   ,C_LV   ,1_LV_38.3333 ,P2UHS13_1247 ,P2UHS13_1247 -> P2UDT5108  ,
L(R:P2UDM9758-P2ULV43911)                 ,P2UDM9758    ,P2ULV43911  ,0.42  ,0.007 ,1P_OH_CU_4_Ionic_0_416_0               ,0.00581 ,0.00071 ,0.38050   ,0.01414 ,0.00875 ,0.02626 ,115 ,1 ,C   ,C_LV   ,1_LV_38.3333 ,P2UHS13_1247 ,P2UHS13_1247 -> P2UDT5108  ,
L(R:P2UDM9757-P2UDM9758)                  ,P2UDM9757    ,P2UDM9758   ,0.42  ,0.087 ,1P_OH_CU_4_Ionic_0_416_0               ,0.07264 ,0.00884 ,4.75840   ,0.17688 ,0.10947 ,0.32840 ,115 ,1 ,C   ,C_LV   ,1_LV_38.3333 ,P2UHS13_1247 ,P2UHS13_1247 -> P2UDT5108  ,
L(R:P2UDM9757-P2UDT2822LV)                ,P2UDT2822LV  ,P2UDM9757   ,0.42  ,0.031 ,1P_OH_CU_4_Ionic_0_416_0               ,0.02559 ,0.00311 ,1.67624   ,0.06231 ,0.03856 ,0.11569 ,115 ,1 ,C   ,C_LV   ,1_LV_38.3333 ,P2UHS13_1247 ,P2UHS13_1247 -> P2UDT5108  ,
L(R:P2UDM9759-P2ULV5958)                  ,P2UDM9759    ,P2ULV5958   ,0.42  ,0.017 ,1P_OH_CU_4_Ionic_0_416_0               ,0.01417 ,0.00172 ,0.92828   ,0.03451 ,0.02135 ,0.06406 ,115 ,1 ,B   ,B_LV   ,1_LV_38.3333 ,P2UHS13_1247 ,P2UHS13_1247 -> P2UDT8612  ,
L(R:P2UDM9759-P2UDT2823LV)                ,P2UDT2823LV  ,P2UDM9759   ,0.42  ,0.013 ,1P_OH_CU_4_Ionic_0_416_0               ,0.01068 ,0.00130 ,0.69956   ,0.02600 ,0.01609 ,0.04828 ,115 ,1 ,B   ,B_LV   ,1_LV_38.3333 ,P2UHS13_1247 ,P2UHS13_1247 -> P2UDT8612  ,
L(R:P2UDM9760-P2ULV7128)                  ,P2UDM9760    ,P2ULV7128   ,0.42  ,0.005 ,1P_OH_CU_4_Ionic_0_416_0               ,0.00417 ,0.00051 ,0.27339   ,0.01016 ,0.00629 ,0.01887 ,115 ,1 ,B   ,B_LV   ,1_LV_38.3333 ,P2UHS13_1247 ,P2UHS13_1247 -> P2UDT8612  ,
L(R:P2UDM9760-P2UDT2823LV)                ,P2UDT2823LV  ,P2UDM9760   ,0.42  ,0.015 ,1P_OH_CU_4_Ionic_0_416_0               ,0.01234 ,0.00150 ,0.80823   ,0.03004 ,0.01859 ,0.05578 ,115 ,1 ,B   ,B_LV   ,1_LV_38.3333 ,P2UHS13_1247 ,P2UHS13_1247 -> P2UDT8612  ,
L(R:P2UDM9762-P2ULV5960)                  ,P2UDM9762    ,P2ULV5960   ,0.42  ,0.004 ,1P_OH_CU_4_Ionic_0_416_0               ,0.00369 ,0.00045 ,0.24181   ,0.00899 ,0.00556 ,0.01669 ,115 ,1 ,A   ,A_LV   ,1_LV_38.3333 ,P2UHS10_1247 ,P2UHS10_1247 -> P2UDT10833 ,
L(R:P2UDM9764-P2ULV32606)                 ,P2UDM9764    ,P2ULV32606  ,0.42  ,0.001 ,1P_OH_CU_4_Ionic_0_416_0               ,0.00083 ,0.00010 ,0.05448   ,0.00203 ,0.00125 ,0.00376 ,115 ,1 ,A   ,A_LV   ,1_LV_38.3333 ,P2UHS10_1247 ,P2UHS10_1247 -> P2UDT10833 ,
L(R:P2UDM9762-P2UDM9764)                  ,P2UDM9762    ,P2UDM9764   ,0.42  ,0.018 ,1P_OH_CU_4_Ionic_0_416_0               ,0.01519 ,0.00185 ,0.99487   ,0.03698 ,0.02289 ,0.06866 ,115 ,1 ,A   ,A_LV   ,1_LV_38.3333 ,P2UHS10_1247 ,P2UHS10_1247 -> P2UDT10833 ,
L(R:P2UDM9762-P2UDT2825LV)                ,P2UDT2825LV  ,P2UDM9762   ,0.42  ,0.012 ,1P_OH_CU_2/0_Doric_0_416_0             ,0.00319 ,0.00112 ,0.71388   ,0.01039 ,0.00553 ,0.01660 ,300 ,1 ,A   ,A_LV   ,1_LV_100     ,P2UHS10_1247 ,P2UHS10_1247 -> P2UDT10833 ,
L(R:P2UDM9763-P2ULV8201)                  ,P2UDM9763    ,P2ULV8201   ,0.42  ,0.004 ,1P_OH_CU_4_Ionic_0_416_0               ,0.00305 ,0.00037 ,0.19975   ,0.00743 ,0.00460 ,0.01379 ,115 ,1 ,A   ,A_LV   ,1_LV_38.3333 ,P2UHS10_1247 ,P2UHS10_1247 -> P2UDT10833 ,
L(R:P2UDM9763-P2UDT2825LV)                ,P2UDT2825LV  ,P2UDM9763   ,0.42  ,0.012 ,1P_OH_CU_4_Ionic_0_416_0               ,0.01003 ,0.00122 ,0.65727   ,0.02443 ,0.01512 ,0.04536 ,115 ,1 ,A   ,A_LV   ,1_LV_38.3333 ,P2UHS10_1247 ,P2UHS10_1247 -> P2UDT10833 ,
L(R:P2UDT2826LV-P2ULV16873)               ,P2UDT2826LV  ,P2ULV16873  ,0.42  ,0.013 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00724 ,0.00134 ,0.70746   ,0.02229 ,0.01730 ,0.05189 ,205 ,1 ,B   ,B_LV   ,1_LV_68.3333 ,P2UHS12_1247 ,P2UHS12_1247 -> P2UDT4058  ,
L(R:P2UDM9765-P2ULV5961)                  ,P2UDM9765    ,P2ULV5961   ,0.42  ,0.013 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00707 ,0.00131 ,0.69036   ,0.02175 ,0.01688 ,0.05064 ,205 ,1 ,B   ,B_LV   ,1_LV_68.3333 ,P2UHS12_1247 ,P2UHS12_1247 -> P2UDT4058  ,
L(R:P2UDM9765-P2ULV19014)                 ,P2UDM9765    ,P2ULV19014  ,0.42  ,0.011 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00575 ,0.00107 ,0.56207   ,0.01771 ,0.01374 ,0.04123 ,205 ,1 ,B   ,B_LV   ,1_LV_68.3333 ,P2UHS12_1247 ,P2UHS12_1247 -> P2UDT4058  ,
L(R:P2UDM9770-P2ULV27206)                 ,P2UDM9770    ,P2ULV27206  ,0.42  ,0.013 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00698 ,0.00130 ,0.68221   ,0.02149 ,0.01668 ,0.05004 ,205 ,1 ,B   ,B_LV   ,1_LV_68.3333 ,P2UHS12_1247 ,P2UHS12_1247 -> P2UDT4058  ,
L(R:P2UDM9765-P2UDM9770)                  ,P2UDM9765    ,P2UDM9770   ,0.42  ,0.010 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00538 ,0.00100 ,0.52572   ,0.01656 ,0.01285 ,0.03856 ,205 ,1 ,B   ,B_LV   ,1_LV_68.3333 ,P2UHS12_1247 ,P2UHS12_1247 -> P2UDT4058  ,
L(R:P2UDM9765-P2UDT2826LV)                ,P2UDT2826LV  ,P2UDM9765   ,0.42  ,0.010 ,1P_UG_AL_4/0_Sweetbriar_0_416_0        ,0.00270 ,0.00093 ,0.57735   ,0.01094 ,0.00704 ,0.02111 ,301 ,1 ,B   ,B_LV   ,1_LV_100.333 ,P2UHS12_1247 ,P2UHS12_1247 -> P2UDT4058  ,
L(R:P2UDM9767-P2ULV18665)                 ,P2UDM9767    ,P2ULV18665  ,0.42  ,0.013 ,1P_UG_AL_2/0_Converse_0_416_0          ,0.00570 ,0.00130 ,0.72455   ,0.01966 ,0.01418 ,0.04253 ,233 ,1 ,B   ,B_LV   ,1_LV_77.6667 ,P2UHS12_1247 ,P2UHS12_1247 -> P2UDT4058  ,
L(R:P2UDM9767-P2ULV19023)                 ,P2UDM9767    ,P2ULV19023  ,0.42  ,0.016 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00845 ,0.00157 ,0.82522   ,0.02600 ,0.02018 ,0.06053 ,205 ,1 ,B   ,B_LV   ,1_LV_68.3333 ,P2UHS12_1247 ,P2UHS12_1247 -> P2UDT4058  ,
L(R:P2UDM9767-P2UDT2826LV)                ,P2UDT2826LV  ,P2UDM9767   ,0.42  ,0.010 ,1P_UG_AL_4/0_Sweetbriar_0_416_0        ,0.00269 ,0.00093 ,0.57668   ,0.01092 ,0.00703 ,0.02109 ,301 ,1 ,B   ,B_LV   ,1_LV_100.333 ,P2UHS12_1247 ,P2UHS12_1247 -> P2UDT4058  ,
L(R:P2UDT2827LV-P2ULV21229)               ,P2UDT2827LV  ,P2ULV21229  ,0.42  ,0.014 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00752 ,0.00139 ,0.73446   ,0.02314 ,0.01796 ,0.05387 ,205 ,1 ,C   ,C_LV   ,1_LV_68.3333 ,P2UHS13_1247 ,P2UHS13_1247 -> P2UDT8610  ,
L(R:P2UDM9771-P2ULV5962)                  ,P2UDM9771    ,P2ULV5962   ,0.42  ,0.033 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.01806 ,0.00335 ,1.76486   ,0.05560 ,0.04315 ,0.12944 ,205 ,1 ,C   ,C_LV   ,1_LV_68.3333 ,P2UHS13_1247 ,P2UHS13_1247 -> P2UDT8610  ,
L(R:P2UDM9771-P2ULV21230)                 ,P2UDM9771    ,P2ULV21230  ,0.42  ,0.013 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00729 ,0.00135 ,0.71280   ,0.02245 ,0.01743 ,0.05228 ,205 ,1 ,C   ,C_LV   ,1_LV_68.3333 ,P2UHS13_1247 ,P2UHS13_1247 -> P2UDT8610  ,
L(R:P2UDM9772-P2ULV6001)                  ,P2UDM9772    ,P2ULV6001   ,0.42  ,0.011 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00569 ,0.00106 ,0.55605   ,0.01752 ,0.01359 ,0.04078 ,205 ,1 ,C   ,C_LV   ,1_LV_68.3333 ,P2UHS13_1247 ,P2UHS13_1247 -> P2UDT8610  ,
L(R:P2UDM9771-P2UDM9772)                  ,P2UDM9771    ,P2UDM9772   ,0.42  ,0.010 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00527 ,0.00098 ,0.51541   ,0.01624 ,0.01260 ,0.03780 ,205 ,1 ,C   ,C_LV   ,1_LV_68.3333 ,P2UHS13_1247 ,P2UHS13_1247 -> P2UDT8610  ,
L(R:P2UDM9771-P2UDT2827LV)                ,P2UDT2827LV  ,P2UDM9771   ,0.42  ,0.010 ,1P_UG_AL_2/0_Converse_0_416_0          ,0.00419 ,0.00096 ,0.53281   ,0.01446 ,0.01043 ,0.03128 ,233 ,1 ,C   ,C_LV   ,1_LV_77.6667 ,P2UHS13_1247 ,P2UHS13_1247 -> P2UDT8610  ,
L(R:P2UDM9773-P2ULV21192)                 ,P2UDM9773    ,P2ULV21192  ,0.42  ,0.013 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00680 ,0.00126 ,0.66395   ,0.02092 ,0.01623 ,0.04870 ,205 ,1 ,C   ,C_LV   ,1_LV_68.3333 ,P2UHS13_1247 ,P2UHS13_1247 -> P2UDT8610  ,
L(R:P2UDM9773-P2ULV21227)                 ,P2UDM9773    ,P2ULV21227  ,0.42  ,0.014 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00743 ,0.00138 ,0.72627   ,0.02288 ,0.01776 ,0.05327 ,205 ,1 ,C   ,C_LV   ,1_LV_68.3333 ,P2UHS13_1247 ,P2UHS13_1247 -> P2UDT8610  ,
L(R:P2UDM9774-P2ULV21226)                 ,P2UDM9774    ,P2ULV21226  ,0.42  ,0.014 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00754 ,0.00140 ,0.73638   ,0.02320 ,0.01800 ,0.05401 ,205 ,1 ,C   ,C_LV   ,1_LV_68.3333 ,P2UHS13_1247 ,P2UHS13_1247 -> P2UDT8610  ,
L(R:P2UDM9773-P2UDM9774)                  ,P2UDM9773    ,P2UDM9774   ,0.42  ,0.010 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00528 ,0.00098 ,0.51593   ,0.01625 ,0.01261 ,0.03784 ,205 ,1 ,C   ,C_LV   ,1_LV_68.3333 ,P2UHS13_1247 ,P2UHS13_1247 -> P2UDT8610  ,
L(R:P2UDM9773-P2UDT2827LV)                ,P2UDT2827LV  ,P2UDM9773   ,0.42  ,0.010 ,1P_UG_AL_4/0_Sweetbriar_0_416_0        ,0.00264 ,0.00091 ,0.56537   ,0.01071 ,0.00689 ,0.02068 ,301 ,1 ,C   ,C_LV   ,1_LV_100.333 ,P2UHS13_1247 ,P2UHS13_1247 -> P2UDT8610  ,
L(R:P2UDM9779-P2ULV6890)                  ,P2UDM9779    ,P2ULV6890   ,0.42  ,0.009 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00482 ,0.00090 ,0.47143   ,0.01485 ,0.01153 ,0.03458 ,205 ,1 ,A   ,A_LV   ,1_LV_68.3333 ,P2UHS7_1247  ,P2UHS7_1247 -> P2UDT5979   ,
L(R:P2UDM9778-P2ULV5963)                  ,P2UDM9778    ,P2ULV5963   ,0.42  ,0.016 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00868 ,0.00161 ,0.84775   ,0.02671 ,0.02073 ,0.06218 ,205 ,1 ,A   ,A_LV   ,1_LV_68.3333 ,P2UHS7_1247  ,P2UHS7_1247 -> P2UDT5979   ,
L(R:P2UDM9785-P2ULV44880)                 ,P2UDM9785    ,P2ULV44880  ,0.42  ,0.009 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00492 ,0.00091 ,0.48069   ,0.01514 ,0.01175 ,0.03526 ,205 ,1 ,A   ,A_LV   ,1_LV_68.3333 ,P2UHS7_1247  ,P2UHS7_1247 -> P2UDT5979   ,
L(R:P2UDM9786-P2ULV45781)                 ,P2UDM9786    ,P2ULV45781  ,0.42  ,0.009 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00500 ,0.00093 ,0.48851   ,0.01539 ,0.01194 ,0.03583 ,205 ,1 ,A   ,A_LV   ,1_LV_68.3333 ,P2UHS7_1247  ,P2UHS7_1247 -> P2UDT5979   ,
L(R:P2UDM9785-P2UDM9786)                  ,P2UDM9785    ,P2UDM9786   ,0.42  ,0.009 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00501 ,0.00093 ,0.48917   ,0.01541 ,0.01196 ,0.03588 ,205 ,1 ,A   ,A_LV   ,1_LV_68.3333 ,P2UHS7_1247  ,P2UHS7_1247 -> P2UDT5979   ,
L(R:P2UDM9778-P2UDM9785)                  ,P2UDM9778    ,P2UDM9785   ,0.42  ,0.009 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00501 ,0.00093 ,0.48917   ,0.01541 ,0.01196 ,0.03588 ,205 ,1 ,A   ,A_LV   ,1_LV_68.3333 ,P2UHS7_1247  ,P2UHS7_1247 -> P2UDT5979   ,
L(R:P2UDM9778-P2UDM9779)                  ,P2UDM9779    ,P2UDM9778   ,0.42  ,0.009 ,1P_UG_AL_4/0_Sweetbriar_0_416_0        ,0.00251 ,0.00086 ,0.53659   ,0.01016 ,0.00654 ,0.01962 ,301 ,1 ,A   ,A_LV   ,1_LV_100.333 ,P2UHS7_1247  ,P2UHS7_1247 -> P2UDT5979   ,
L(R:P2UDM9779-P2UDT2828LV)                ,P2UDT2828LV  ,P2UDM9779   ,0.42  ,0.009 ,1P_UG_AL_4/0_Sweetbriar_0_416_0        ,0.00251 ,0.00086 ,0.53669   ,0.01017 ,0.00654 ,0.01963 ,301 ,1 ,A   ,A_LV   ,1_LV_100.333 ,P2UHS7_1247  ,P2UHS7_1247 -> P2UDT5979   ,
L(R:P2UDM9782-P2ULV44380)                 ,P2UDM9782    ,P2ULV44380  ,0.42  ,0.013 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00682 ,0.00127 ,0.66658   ,0.02100 ,0.01630 ,0.04889 ,205 ,1 ,A   ,A_LV   ,1_LV_68.3333 ,P2UHS7_1247  ,P2UHS7_1247 -> P2UDT5979   ,
L(R:P2UDM9780-P2ULV7117)                  ,P2UDM9780    ,P2ULV7117   ,0.42  ,0.045 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.02406 ,0.00447 ,2.35140   ,0.07407 ,0.05749 ,0.17246 ,205 ,1 ,A   ,A_LV   ,1_LV_68.3333 ,P2UHS7_1247  ,P2UHS7_1247 -> P2UDT5979   ,
L(R:P2UDM9781-P2ULV43725)                 ,P2UDM9781    ,P2ULV43725  ,0.42  ,0.012 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00654 ,0.00121 ,0.63877   ,0.02012 ,0.01562 ,0.04685 ,205 ,1 ,A   ,A_LV   ,1_LV_68.3333 ,P2UHS7_1247  ,P2UHS7_1247 -> P2UDT5979   ,
L(R:P2UDM9781-P2ULV44381)                 ,P2UDM9781    ,P2ULV44381  ,0.42  ,0.012 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00633 ,0.00117 ,0.61848   ,0.01948 ,0.01512 ,0.04536 ,205 ,1 ,A   ,A_LV   ,1_LV_68.3333 ,P2UHS7_1247  ,P2UHS7_1247 -> P2UDT5979   ,
L(R:P2UDM9784-P2ULV44878)                 ,P2UDM9784    ,P2ULV44878  ,0.42  ,0.012 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00657 ,0.00122 ,0.64197   ,0.02022 ,0.01570 ,0.04709 ,205 ,1 ,A   ,A_LV   ,1_LV_68.3333 ,P2UHS7_1247  ,P2UHS7_1247 -> P2UDT5979   ,
L(R:P2UDM9781-P2UDM9784)                  ,P2UDM9781    ,P2UDM9784   ,0.42  ,0.009 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00512 ,0.00095 ,0.50054   ,0.01577 ,0.01224 ,0.03671 ,205 ,1 ,A   ,A_LV   ,1_LV_68.3333 ,P2UHS7_1247  ,P2UHS7_1247 -> P2UDT5979   ,
L(R:P2UDM9780-P2UDM9781)                  ,P2UDM9780    ,P2UDM9781   ,0.42  ,0.009 ,1P_UG_AL_2/0_Converse_0_416_0          ,0.00406 ,0.00093 ,0.51643   ,0.01401 ,0.01011 ,0.03032 ,233 ,1 ,A   ,A_LV   ,1_LV_77.6667 ,P2UHS7_1247  ,P2UHS7_1247 -> P2UDT5979   ,
L(R:P2UDM9780-P2UDM9782)                  ,P2UDM9782    ,P2UDM9780   ,0.42  ,0.009 ,1P_UG_AL_4/0_Sweetbriar_0_416_0        ,0.00256 ,0.00088 ,0.54849   ,0.01039 ,0.00669 ,0.02006 ,301 ,1 ,A   ,A_LV   ,1_LV_100.333 ,P2UHS7_1247  ,P2UHS7_1247 -> P2UDT5979   ,
L(R:P2UDM9782-P2UDT2828LV)                ,P2UDT2828LV  ,P2UDM9782   ,0.42  ,0.009 ,1P_UG_AL_4/0_Sweetbriar_0_416_0        ,0.00251 ,0.00086 ,0.53659   ,0.01016 ,0.00654 ,0.01962 ,301 ,1 ,A   ,A_LV   ,1_LV_100.333 ,P2UHS7_1247  ,P2UHS7_1247 -> P2UDT5979   ,
L(R:P2UDT2829LV-P2ULV45761)               ,P2UDT2829LV  ,P2ULV45761  ,0.42  ,0.018 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00993 ,0.00184 ,0.97030   ,0.03057 ,0.02372 ,0.07117 ,205 ,1 ,A   ,A_LV   ,1_LV_68.3333 ,P2UHS13_1247 ,P2UHS13_1247 -> P2UDT5108  ,
L(R:P2UDM9787-P2ULV5964)                  ,P2UDM9787    ,P2ULV5964   ,0.42  ,0.012 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00636 ,0.00118 ,0.62180   ,0.01959 ,0.01520 ,0.04561 ,205 ,1 ,A   ,A_LV   ,1_LV_68.3333 ,P2UHS13_1247 ,P2UHS13_1247 -> P2UDT5108  ,
L(R:P2UDM9787-P2UDT2829LV)                ,P2UDT2829LV  ,P2UDM9787   ,0.42  ,0.007 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00367 ,0.00068 ,0.35812   ,0.01128 ,0.00876 ,0.02627 ,205 ,1 ,A   ,A_LV   ,1_LV_68.3333 ,P2UHS13_1247 ,P2UHS13_1247 -> P2UDT5108  ,
L(R:P2UDT2830LV-P2ULV5965)                ,P2UDT2830LV  ,P2ULV5965   ,0.42  ,0.015 ,1P_OH_CU_4_Ionic_0_416_0               ,0.01223 ,0.00149 ,0.80135   ,0.02979 ,0.01843 ,0.05530 ,115 ,1 ,C   ,C_LV   ,1_LV_38.3333 ,P2UHS8_1247  ,P2UHS8_1247 -> P2UDT611    ,
L(R:P2UDT2831LV-P2ULV5967)                ,P2UDT2831LV  ,P2ULV5967   ,0.42  ,0.011 ,1P_OH_CU_4_Ionic_0_416_0               ,0.00896 ,0.00109 ,0.58682   ,0.02181 ,0.01350 ,0.04050 ,115 ,1 ,A   ,A_LV   ,1_LV_38.3333 ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT9594  ,
L(R:P2UDT2831LV-P2ULV16409)               ,P2UDT2831LV  ,P2ULV16409  ,0.42  ,0.012 ,1P_OH_CU_4_Ionic_0_416_0               ,0.01029 ,0.00125 ,0.67399   ,0.02505 ,0.01551 ,0.04652 ,115 ,1 ,A   ,A_LV   ,1_LV_38.3333 ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT9594  ,
L(R:P2UDT2831LV-P2ULV18104)               ,P2UDT2831LV  ,P2ULV18104  ,0.42  ,0.013 ,1P_OH_CU_4_Ionic_0_416_0               ,0.01099 ,0.00134 ,0.71964   ,0.02675 ,0.01656 ,0.04967 ,115 ,1 ,A   ,A_LV   ,1_LV_38.3333 ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT9594  ,
L(R:P2UDM9791-P2ULV16407)                 ,P2UDM9791    ,P2ULV16407  ,0.42  ,0.012 ,1P_OH_CU_4_Ionic_0_416_0               ,0.01009 ,0.00123 ,0.66098   ,0.02457 ,0.01521 ,0.04562 ,115 ,1 ,A   ,A_LV   ,1_LV_38.3333 ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT9594  ,
L(R:P2UDM9791-P2UDT2831LV)                ,P2UDT2831LV  ,P2UDM9791   ,0.42  ,0.017 ,1P_OH_CU_4_Ionic_0_416_0               ,0.01437 ,0.00175 ,0.94118   ,0.03499 ,0.02165 ,0.06496 ,115 ,1 ,A   ,A_LV   ,1_LV_38.3333 ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT9594  ,
L(R:P2UDM9793-P2ULV16410)                 ,P2UDM9793    ,P2ULV16410  ,0.42  ,0.014 ,1P_OH_CU_4_Ionic_0_416_0               ,0.01161 ,0.00141 ,0.76082   ,0.02828 ,0.01750 ,0.05251 ,115 ,1 ,A   ,A_LV   ,1_LV_38.3333 ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT9594  ,
L(R:P2UDM9793-P2UDT2831LV)                ,P2UDT2831LV  ,P2UDM9793   ,0.42  ,0.035 ,1P_OH_CU_4_Ionic_0_416_0               ,0.02873 ,0.00350 ,1.88229   ,0.06997 ,0.04330 ,0.12991 ,115 ,1 ,A   ,A_LV   ,1_LV_38.3333 ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT9594  ,
L(R:P2UDT2832LV-P2ULV5968)                ,P2UDT2832LV  ,P2ULV5968   ,0.42  ,0.013 ,1P_OH_CU_4_Ionic_0_416_0               ,0.01110 ,0.00135 ,0.72739   ,0.02704 ,0.01673 ,0.05020 ,115 ,1 ,B   ,B_LV   ,1_LV_38.3333 ,P2UHS10_1247 ,P2UHS10_1247 -> P2UDT10072 ,
L(R:P2UDT2832LV-P2ULV19098)               ,P2UDT2832LV  ,P2ULV19098  ,0.42  ,0.016 ,1P_OH_CU_4_Ionic_0_416_0               ,0.01345 ,0.00164 ,0.88088   ,0.03274 ,0.02026 ,0.06079 ,115 ,1 ,B   ,B_LV   ,1_LV_38.3333 ,P2UHS10_1247 ,P2UHS10_1247 -> P2UDT10072 ,
L(R:P2UDT2833LV-P2ULV5971)                ,P2UDT2833LV  ,P2ULV5971   ,0.42  ,0.001 ,1P_OH_CU_4_Ionic_0_416_0               ,0.00119 ,0.00014 ,0.07801   ,0.00290 ,0.00179 ,0.00538 ,115 ,1 ,C   ,C_LV   ,1_LV_38.3333 ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT9594  ,
L(R:P2UDT2835LV-P2ULV5974)                ,P2UDT2835LV  ,P2ULV5974   ,0.42  ,0.019 ,1P_OH_CU_4_Ionic_0_416_0               ,0.01621 ,0.00197 ,1.06201   ,0.03948 ,0.02443 ,0.07329 ,115 ,1 ,C   ,C_LV   ,1_LV_38.3333 ,P2UHS5_1247  ,P2UHS5_1247 -> P2UDT799    ,
L(R:P2UDM9801-P2ULV11177)                 ,P2UDM9801    ,P2ULV11177  ,0.42  ,0.030 ,1P_OH_CU_4_Ionic_0_416_0               ,0.02455 ,0.00299 ,1.60839   ,0.05979 ,0.03700 ,0.11100 ,115 ,1 ,C   ,C_LV   ,1_LV_38.3333 ,P2UHS5_1247  ,P2UHS5_1247 -> P2UDT799    ,
L(R:P2UDM9801-P2UDT2835LV)                ,P2UDT2835LV  ,P2UDM9801   ,0.42  ,0.074 ,1P_OH_CU_4_Ionic_0_416_0               ,0.06133 ,0.00746 ,4.01781   ,0.14935 ,0.09243 ,0.27729 ,115 ,1 ,C   ,C_LV   ,1_LV_38.3333 ,P2UHS5_1247  ,P2UHS5_1247 -> P2UDT799    ,
L(R:P2UDM9802-P2ULV5975)                  ,P2UDM9802    ,P2ULV5975   ,0.42  ,0.014 ,1P_UG_AL_4/0_Sweetbriar_0_416_0        ,0.00387 ,0.00133 ,0.82806   ,0.01568 ,0.01009 ,0.03028 ,301 ,1 ,B   ,B_LV   ,1_LV_100.333 ,P2UHS9_1247  ,P2UHS9_1247 -> P2UDT12222  ,
L(R:P2UDM9802-P2UDT2836LV)                ,P2UDT2836LV  ,P2UDM9802   ,0.42  ,0.029 ,1P_UG_AL_4/0_Sweetbriar_0_416_0        ,0.00795 ,0.00274 ,1.70156   ,0.03223 ,0.02074 ,0.06223 ,301 ,1 ,B   ,B_LV   ,1_LV_100.333 ,P2UHS9_1247  ,P2UHS9_1247 -> P2UDT12222  ,
L(R:P2UDM9803-P2ULV6769)                  ,P2UDM9803    ,P2ULV6769   ,0.42  ,0.016 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00868 ,0.00161 ,0.84824   ,0.02672 ,0.02074 ,0.06221 ,205 ,1 ,B   ,B_LV   ,1_LV_68.3333 ,P2UHS9_1247  ,P2UHS9_1247 -> P2UDT12222  ,
