Code,Phases,NVolt_kV,DemP_kW,DemQ_kVAr,Subest,Feeder,Pinst_kW,Qinst_kVAr,Yearly_kWh,NumCust,
P2ULV9486   ,1 ,0.42  ,3.92     ,0.80    ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT2578  ,9.81     ,1.99     ,43620.99     ,2    ,
P2ULV9488   ,1 ,0.42  ,5.95     ,1.21    ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT2578  ,14.87    ,3.02     ,66134.39     ,4    ,
P2ULV9489   ,1 ,0.42  ,4.35     ,0.88    ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT2578  ,10.87    ,2.21     ,48345.46     ,3    ,
P2ULV9490   ,1 ,0.42  ,2.11     ,0.43    ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT2578  ,5.28     ,1.07     ,19913.48     ,1    ,
P2ULV9491   ,1 ,0.42  ,3.07     ,0.62    ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT2578  ,7.66     ,1.56     ,28883.74     ,2    ,
P2ULV9491   ,1 ,0.42  ,3.15     ,0.64    ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT2578  ,7.88     ,1.60     ,29708.01     ,2    ,
P2ULV9493   ,1 ,0.42  ,2.20     ,0.45    ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT2578  ,5.51     ,1.12     ,20751.86     ,1    ,
P2ULV9494   ,1 ,0.42  ,2.58     ,0.52    ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT2578  ,6.44     ,1.31     ,24283.17     ,2    ,
P2ULV9495   ,1 ,0.42  ,2.92     ,0.59    ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT2578  ,7.31     ,1.48     ,27562.84     ,2    ,
P2ULV9496   ,1 ,0.42  ,2.64     ,0.54    ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT2578  ,6.59     ,1.34     ,24851.02     ,2    ,
P2ULV9497   ,1 ,0.42  ,3.15     ,0.64    ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT2578  ,7.86     ,1.60     ,29646.30     ,2    ,
P2ULV9497   ,1 ,0.42  ,2.74     ,0.56    ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT2578  ,6.86     ,1.39     ,25863.81     ,2    ,
P2ULV9499   ,1 ,0.42  ,6.24     ,1.27    ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT2578  ,15.61    ,3.17     ,69390.06     ,4    ,
P2ULV9500   ,1 ,0.42  ,6.04     ,1.23    ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT2578  ,15.10    ,3.07     ,67140.52     ,4    ,
P2ULV9500   ,1 ,0.42  ,4.74     ,0.96    ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT2578  ,11.85    ,2.41     ,52698.22     ,3    ,
P2ULV9502   ,1 ,0.42  ,6.61     ,1.34    ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT2578  ,16.53    ,3.36     ,73500.12     ,4    ,
P2ULV9503   ,1 ,0.42  ,3.04     ,0.62    ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT2578  ,7.60     ,1.54     ,28651.09     ,2    ,
P2ULV9504   ,1 ,0.42  ,10.00    ,2.03    ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT2578  ,24.99    ,5.08     ,111132.10    ,6    ,
P2ULV9504   ,1 ,0.42  ,6.09     ,1.24    ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT2578  ,15.23    ,3.09     ,67726.52     ,4    ,
P2ULV9506   ,1 ,0.42  ,6.46     ,1.31    ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT2578  ,16.15    ,3.28     ,71803.71     ,4    ,
P2ULV9507   ,1 ,0.42  ,6.56     ,1.33    ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT2578  ,16.41    ,3.33     ,72969.04     ,4    ,
P2ULV9508   ,1 ,0.42  ,2.52     ,0.51    ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT2578  ,6.30     ,1.28     ,23766.05     ,2    ,
P2ULV9508   ,1 ,0.42  ,2.66     ,0.54    ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT2578  ,6.65     ,1.35     ,25055.14     ,2    ,
P2ULV9510   ,1 ,0.42  ,2.07     ,0.42    ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT2578  ,5.18     ,1.05     ,19542.12     ,1    ,
P2ULV9511   ,1 ,0.42  ,2.63     ,0.53    ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT2578  ,6.58     ,1.34     ,24809.85     ,2    ,
P2ULV9512   ,1 ,0.42  ,2.61     ,0.53    ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT2578  ,6.51     ,1.32     ,24557.44     ,2    ,
P2ULV9512   ,1 ,0.42  ,2.74     ,0.56    ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT2578  ,6.84     ,1.39     ,25783.73     ,2    ,
P2ULV9514   ,1 ,0.42  ,2.53     ,0.51    ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT2578  ,6.31     ,1.28     ,23795.14     ,2    ,
P2ULV9515   ,1 ,0.42  ,2.53     ,0.51    ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT2578  ,6.31     ,1.28     ,23798.47     ,2    ,
P2ULV9516   ,1 ,0.42  ,2.81     ,0.57    ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT2578  ,7.03     ,1.43     ,26511.83     ,2    ,
P2ULV9517   ,1 ,0.42  ,2.80     ,0.57    ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT2578  ,7.00     ,1.42     ,26384.65     ,2    ,
P2ULV9518   ,1 ,0.42  ,2.55     ,0.52    ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT2578  ,6.36     ,1.29     ,23992.31     ,2    ,
P2ULV9519   ,1 ,0.42  ,7.64     ,1.55    ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT2578  ,19.09    ,3.88     ,84898.70     ,5    ,
P2ULV9519   ,1 ,0.42  ,9.91     ,2.01    ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT2578  ,24.78    ,5.03     ,110161.10    ,6    ,
P2ULV9521   ,1 ,0.42  ,2.77     ,0.56    ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT2578  ,6.92     ,1.40     ,26079.24     ,2    ,
P2ULV9522   ,1 ,0.42  ,6.69     ,1.36    ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT2578  ,16.72    ,3.40     ,74356.84     ,4    ,
P2ULV9523   ,1 ,0.42  ,6.60     ,1.34    ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT2578  ,16.50    ,3.35     ,73369.77     ,4    ,
P2ULV9524   ,1 ,0.42  ,5.57     ,1.13    ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT2578  ,13.93    ,2.83     ,61929.71     ,3    ,
P2ULV9525   ,1 ,0.42  ,7.40     ,1.50    ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT2578  ,18.51    ,3.76     ,82284.50     ,5    ,
P2ULV9525   ,1 ,0.42  ,8.92     ,1.81    ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT2578  ,22.29    ,4.53     ,99095.80     ,5    ,
P2ULV9527   ,1 ,0.42  ,2.12     ,0.43    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,5.29     ,1.07     ,19939.77     ,1    ,
P2ULV9527   ,1 ,0.42  ,4.24     ,0.86    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,10.59    ,2.15     ,47098.36     ,3    ,
P2ULV9529   ,1 ,0.42  ,4.02     ,0.82    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,10.05    ,2.04     ,44684.20     ,2    ,
P2ULV9529   ,1 ,0.42  ,1.80     ,0.37    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,4.50     ,0.91     ,16953.12     ,1    ,
P2ULV9533   ,1 ,0.42  ,4.06     ,0.82    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,10.14    ,2.06     ,45073.68     ,2    ,
P2ULV9533   ,1 ,0.42  ,4.37     ,0.89    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,10.93    ,2.22     ,48614.54     ,3    ,
P2ULV9533   ,1 ,0.42  ,1.90     ,0.39    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,4.74     ,0.96     ,17878.80     ,1    ,
P2ULV9534   ,1 ,0.42  ,4.12     ,0.84    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,10.30    ,2.09     ,45804.36     ,3    ,
P2ULV9534   ,1 ,0.42  ,2.17     ,0.44    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,5.43     ,1.10     ,20455.17     ,1    ,
P2ULV9536   ,1 ,0.42  ,3.91     ,0.79    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,9.77     ,1.98     ,43419.94     ,2    ,
P2ULV9537   ,1 ,0.42  ,3.95     ,0.80    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,9.88     ,2.01     ,43916.89     ,2    ,
P2ULV9537   ,1 ,0.42  ,2.65     ,0.54    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,6.63     ,1.35     ,24991.94     ,2    ,
P2ULV9539   ,1 ,0.42  ,4.93     ,1.00    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,12.33    ,2.50     ,54839.65     ,3    ,
P2ULV9540   ,1 ,0.42  ,1.88     ,0.38    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,4.69     ,0.95     ,17676.81     ,1    ,
P2ULV9541   ,1 ,0.42  ,4.74     ,0.96    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,11.85    ,2.41     ,52669.15     ,3    ,
P2ULV9542   ,1 ,0.42  ,4.80     ,0.98    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,12.01    ,2.44     ,53383.09     ,3    ,
P2ULV9543   ,1 ,0.42  ,3.89     ,0.79    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,9.73     ,1.98     ,43270.97     ,2    ,
P2ULV9543   ,1 ,0.42  ,5.98     ,1.21    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,14.94    ,3.03     ,66416.34     ,4    ,
P2ULV9545   ,1 ,0.42  ,5.66     ,1.15    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,14.14    ,2.87     ,62883.05     ,3    ,
P2ULV9546   ,1 ,0.42  ,2.18     ,0.44    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,5.45     ,1.11     ,20551.14     ,1    ,
P2ULV9546   ,1 ,0.42  ,5.05     ,1.02    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,12.61    ,2.56     ,56080.87     ,3    ,
P2ULV9548   ,1 ,0.42  ,1.79     ,0.36    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,4.47     ,0.91     ,16842.22     ,1    ,
P2ULV9548   ,1 ,0.42  ,1.53     ,0.31    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,3.82     ,0.77     ,14385.63     ,1    ,
P2ULV9550   ,1 ,0.42  ,1.70     ,0.34    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,4.24     ,0.86     ,16000.69     ,1    ,
P2ULV9551   ,1 ,0.42  ,3.41     ,0.69    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,8.53     ,1.73     ,37933.09     ,2    ,
P2ULV9552   ,1 ,0.42  ,8.43     ,1.71    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,21.07    ,4.28     ,93673.81     ,5    ,
P2ULV9553   ,1 ,0.42  ,5.10     ,1.03    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,12.74    ,2.59     ,56639.88     ,3    ,
P2ULV9553   ,1 ,0.42  ,1.48     ,0.30    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,3.69     ,0.75     ,13908.50     ,1    ,
P2ULV9555   ,1 ,0.42  ,8.97     ,1.82    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,22.44    ,4.56     ,99753.66     ,5    ,
P2ULV9556   ,1 ,0.42  ,6.03     ,1.22    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,15.07    ,3.06     ,67003.92     ,4    ,
P2ULV9557   ,1 ,0.42  ,3.47     ,0.71    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,8.69     ,1.76     ,38617.96     ,2    ,
P2ULV9558   ,1 ,0.42  ,4.37     ,0.89    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,10.92    ,2.22     ,48568.32     ,3    ,
P2ULV9559   ,1 ,0.42  ,4.35     ,0.88    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,10.87    ,2.21     ,48327.22     ,3    ,
P2ULV9560   ,1 ,0.42  ,3.32     ,0.67    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,8.30     ,1.68     ,36885.78     ,2    ,
P2ULV9561   ,1 ,0.42  ,17.42    ,3.54    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,43.55    ,8.84     ,193623.10    ,11   ,
P2ULV9562   ,3 ,0.42  ,27.46    ,5.58    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,68.66    ,13.94    ,305275.70    ,23   ,
P2ULV9563   ,1 ,0.42  ,6.14     ,1.25    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,15.36    ,3.12     ,68294.09     ,4    ,
P2ULV9564   ,1 ,0.42  ,2.34     ,0.48    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,5.85     ,1.19     ,22068.98     ,2    ,
P2ULV9564   ,1 ,0.42  ,5.58     ,1.13    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,13.96    ,2.83     ,62072.09     ,3    ,
P2ULV9566   ,1 ,0.42  ,4.43     ,0.90    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,11.07    ,2.25     ,49221.77     ,3    ,
P2ULV9567   ,1 ,0.42  ,3.33     ,0.68    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,8.33     ,1.69     ,37025.37     ,2    ,
P2ULV9568   ,1 ,0.42  ,4.21     ,0.85    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,10.52    ,2.14     ,46755.66     ,3    ,
P2ULV9568   ,1 ,0.42  ,4.59     ,0.93    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,11.47    ,2.33     ,50976.39     ,3    ,
P2ULV9570   ,1 ,0.42  ,2.01     ,0.41    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,5.03     ,1.02     ,18946.19     ,1    ,
P2ULV9570   ,1 ,0.42  ,1.77     ,0.36    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,4.42     ,0.90     ,16667.47     ,1    ,
P2ULV9572   ,1 ,0.42  ,6.76     ,1.37    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,16.91    ,3.43     ,75187.38     ,4    ,
P2ULV9573   ,1 ,0.42  ,4.23     ,0.86    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,10.58    ,2.15     ,47051.53     ,3    ,
P2ULV9574   ,1 ,0.42  ,1.52     ,0.31    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,3.79     ,0.77     ,14290.13     ,1    ,
P2ULV9575   ,1 ,0.42  ,3.73     ,0.76    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,9.31     ,1.89     ,41415.17     ,2    ,
P2ULV9575   ,1 ,0.42  ,3.56     ,0.72    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,8.90     ,1.81     ,39568.52     ,2    ,
P2ULV9577   ,1 ,0.42  ,3.93     ,0.80    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,9.83     ,2.00     ,43715.82     ,2    ,
P2ULV9578   ,1 ,0.42  ,3.86     ,0.78    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,9.66     ,1.96     ,42961.29     ,2    ,
P2ULV9579   ,1 ,0.42  ,1.50     ,0.30    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,3.75     ,0.76     ,14136.12     ,1    ,
P2ULV9580   ,1 ,0.42  ,1.99     ,0.40    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,4.98     ,1.01     ,18776.38     ,1    ,
P2ULV9580   ,1 ,0.42  ,1.26     ,0.26    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,3.14     ,0.64     ,11850.56     ,1    ,
P2ULV9582   ,1 ,0.42  ,1.79     ,0.36    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,4.47     ,0.91     ,16844.26     ,1    ,
P2ULV9583   ,1 ,0.42  ,2.26     ,0.46    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,5.65     ,1.15     ,21279.19     ,1    ,
P2ULV9584   ,1 ,0.42  ,3.75     ,0.76    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,9.38     ,1.91     ,41724.28     ,2    ,
P2ULV9585   ,1 ,0.42  ,3.70     ,0.75    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,9.24     ,1.88     ,41101.95     ,2    ,
P2ULV9585   ,1 ,0.42  ,3.75     ,0.76    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,9.38     ,1.90     ,41689.88     ,2    ,
P2ULV9587   ,1 ,0.42  ,2.83     ,0.57    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,7.07     ,1.44     ,31436.22     ,2    ,
P2ULV9572   ,1 ,0.42  ,1.45     ,0.29    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,3.62     ,0.74     ,13660.64     ,1    ,
P2ULV9589   ,1 ,0.42  ,1.91     ,0.39    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,4.78     ,0.97     ,21261.36     ,1    ,
P2ULV9589   ,1 ,0.42  ,3.05     ,0.62    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,7.62     ,1.55     ,33863.73     ,2    ,
P2ULV9591   ,1 ,0.42  ,3.38     ,0.69    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,8.44     ,1.71     ,37523.56     ,2    ,
P2ULV9592   ,1 ,0.42  ,4.15     ,0.84    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,10.37    ,2.11     ,46119.63     ,3    ,
P2ULV9593   ,1 ,0.42  ,3.99     ,0.81    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,9.96     ,2.02     ,44295.49     ,2    ,
P2ULV9594   ,1 ,0.42  ,4.31     ,0.87    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,10.76    ,2.19     ,47862.04     ,3    ,
P2ULV9595   ,1 ,0.42  ,2.07     ,0.42    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,5.18     ,1.05     ,19524.87     ,1    ,
P2ULV9596   ,1 ,0.42  ,1.51     ,0.31    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,3.77     ,0.77     ,14223.36     ,1    ,
P2ULV9597   ,1 ,0.42  ,1.51     ,0.31    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,3.78     ,0.77     ,14246.53     ,1    ,
P2ULV9598   ,1 ,0.42  ,1.51     ,0.31    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,3.77     ,0.77     ,14210.32     ,1    ,
P2ULV9598   ,1 ,0.42  ,1.52     ,0.31    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,3.80     ,0.77     ,14331.78     ,1    ,
P2ULV9600   ,1 ,0.42  ,1.66     ,0.34    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,4.16     ,0.85     ,15687.77     ,1    ,
P2ULV9600   ,1 ,0.42  ,1.50     ,0.30    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,3.75     ,0.76     ,14135.92     ,1    ,
P2ULV9602   ,1 ,0.42  ,2.40     ,0.49    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,6.00     ,1.22     ,22597.91     ,2    ,
P2ULV9603   ,1 ,0.42  ,1.64     ,0.33    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,4.11     ,0.83     ,15485.27     ,1    ,
P2ULV9604   ,1 ,0.42  ,1.70     ,0.34    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,4.24     ,0.86     ,15999.35     ,1    ,
P2ULV9604   ,1 ,0.42  ,1.45     ,0.30    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,3.64     ,0.74     ,13705.10     ,1    ,
P2ULV9606   ,1 ,0.42  ,1.84     ,0.37    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,4.59     ,0.93     ,17298.44     ,1    ,
P2ULV9607   ,1 ,0.42  ,1.81     ,0.37    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,4.53     ,0.92     ,17065.79     ,1    ,
P2ULV9608   ,1 ,0.42  ,1.47     ,0.30    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,3.68     ,0.75     ,13854.20     ,1    ,
P2ULV9609   ,1 ,0.42  ,1.67     ,0.34    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,4.16     ,0.85     ,15696.33     ,1    ,
P2ULV9610   ,1 ,0.42  ,1.65     ,0.33    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,4.12     ,0.84     ,15537.01     ,1    ,
P2ULV9611   ,1 ,0.42  ,1.64     ,0.33    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,4.11     ,0.83     ,15498.11     ,1    ,
P2ULV9611   ,1 ,0.42  ,1.76     ,0.36    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,4.40     ,0.89     ,16584.57     ,1    ,
P2ULV9613   ,1 ,0.42  ,1.75     ,0.36    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,4.37     ,0.89     ,16479.25     ,1    ,
P2ULV9614   ,1 ,0.42  ,1.76     ,0.36    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,4.40     ,0.89     ,16584.04     ,1    ,
P2ULV9614   ,1 ,0.42  ,1.80     ,0.37    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,4.49     ,0.91     ,16939.17     ,1    ,
P2ULV9616   ,1 ,0.42  ,1.35     ,0.28    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,3.39     ,0.69     ,12768.87     ,1    ,
P2ULV9616   ,1 ,0.42  ,1.88     ,0.38    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,4.69     ,0.95     ,17696.44     ,1    ,
P2ULV9618   ,1 ,0.42  ,2.96     ,0.60    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,7.40     ,1.50     ,32909.13     ,2    ,
P2ULV9619   ,1 ,0.42  ,2.16     ,0.44    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,5.41     ,1.10     ,20401.42     ,1    ,
P2ULV9620   ,1 ,0.42  ,5.61     ,1.14    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,14.03    ,2.85     ,62389.91     ,3    ,
P2ULV9621   ,1 ,0.42  ,5.20     ,1.06    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,12.99    ,2.64     ,57765.20     ,3    ,
P2ULV9622   ,1 ,0.42  ,6.72     ,1.36    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,16.80    ,3.41     ,74718.05     ,4    ,
P2ULV9623   ,1 ,0.42  ,4.69     ,0.95    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,11.73    ,2.38     ,52164.10     ,3    ,
P2ULV9624   ,1 ,0.42  ,4.93     ,1.00    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,12.32    ,2.50     ,54768.00     ,3    ,
P2ULV9624   ,1 ,0.42  ,1.63     ,0.33    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,4.07     ,0.83     ,15328.09     ,1    ,
P2ULV9626   ,1 ,0.42  ,6.62     ,1.34    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,16.56    ,3.36     ,73608.23     ,4    ,
P2ULV9627   ,1 ,0.42  ,5.45     ,1.11    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,13.62    ,2.76     ,60536.86     ,3    ,
P2ULV9628   ,1 ,0.42  ,3.07     ,0.62    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,7.66     ,1.56     ,34073.30     ,2    ,
P2ULV9629   ,1 ,0.42  ,4.09     ,0.83    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,10.23    ,2.08     ,45469.69     ,2    ,
P2ULV9630   ,1 ,0.42  ,2.59     ,0.53    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,6.47     ,1.31     ,28772.74     ,2    ,
P2ULV9631   ,1 ,0.42  ,4.43     ,0.90    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,11.07    ,2.25     ,49210.15     ,3    ,
P2ULV9632   ,1 ,0.42  ,1.69     ,0.56    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,4.23     ,1.39     ,14109.88     ,1    ,
P2ULV9633   ,1 ,0.42  ,2.01     ,0.41    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,5.01     ,1.02     ,18897.21     ,1    ,
P2ULV9634   ,1 ,0.42  ,1.18     ,0.24    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,2.94     ,0.60     ,11093.71     ,1    ,
P2ULV9632   ,1 ,0.42  ,5.94     ,1.21    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,14.86    ,3.02     ,66069.90     ,4    ,
P2ULV9636   ,1 ,0.42  ,13.54    ,2.75    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,33.84    ,6.87     ,150481.80    ,8    ,
P2ULV9637   ,1 ,0.42  ,3.02     ,0.61    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,7.54     ,1.53     ,33514.80     ,2    ,
P2ULV9638   ,1 ,0.42  ,4.97     ,1.01    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,12.42    ,2.52     ,55230.16     ,3    ,
P2ULV9639   ,1 ,0.42  ,5.10     ,1.04    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,12.76    ,2.59     ,56738.08     ,3    ,
P2ULV9640   ,1 ,0.42  ,5.36     ,1.09    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,13.39    ,2.72     ,59524.23     ,3    ,
