Code,Phases,NVolt_kV,DemP_kW,DemQ_kVAr,Subest,Feeder,Pinst_kW,Qinst_kVAr,Yearly_kWh,NumCust,
P3RLV431  ,1 ,0.42 ,6.95   ,1.41  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,17.36  ,3.53   ,33220.04   ,4  ,
P3RLV432  ,1 ,0.42 ,2.74   ,0.56  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,6.85   ,1.39   ,13104.83   ,1  ,
P3RLV433  ,1 ,0.42 ,5.41   ,1.10  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,13.51  ,2.74   ,25856.35   ,3  ,
P3RLV434  ,1 ,0.42 ,12.89  ,2.62  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,32.22  ,6.54   ,61646.32   ,8  ,
P3RLV435  ,1 ,0.42 ,1.64   ,0.33  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,4.11   ,0.83   ,8617.17    ,1  ,
P3RLV436  ,1 ,0.42 ,8.58   ,1.74  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,21.44  ,4.35   ,41023.39   ,5  ,
P3RLV437  ,1 ,0.42 ,0.65   ,0.13  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,1.63   ,0.33   ,4100.26    ,1  ,
P3RLV438  ,1 ,0.42 ,4.53   ,0.92  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,11.32  ,2.30   ,21665.66   ,2  ,
P3RLV439  ,1 ,0.42 ,5.40   ,1.10  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,13.49  ,2.74   ,25817.85   ,3  ,
P3RLV440  ,1 ,0.42 ,2.93   ,0.60  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,7.33   ,1.49   ,14032.01   ,1  ,
P3RLV441  ,1 ,0.42 ,3.93   ,0.80  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,9.82   ,1.99   ,18786.63   ,2  ,
P3RLV442  ,1 ,0.42 ,6.85   ,1.39  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,17.14  ,3.48   ,32787.58   ,4  ,
P3RLV443  ,1 ,0.42 ,4.10   ,0.83  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,10.24  ,2.08   ,19592.62   ,2  ,
P3RLV444  ,1 ,0.42 ,4.34   ,0.88  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,10.86  ,2.20   ,20774.35   ,2  ,
P3RLV445  ,1 ,0.42 ,3.06   ,0.62  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,7.65   ,1.55   ,14644.16   ,1  ,
P3RLV446  ,1 ,0.42 ,5.97   ,1.21  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,14.93  ,3.03   ,28574.01   ,3  ,
P3RLV447  ,1 ,0.42 ,2.52   ,0.51  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,6.29   ,1.28   ,12106.54   ,1  ,
P3RLV448  ,1 ,0.42 ,3.26   ,0.66  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,8.15   ,1.66   ,15601.84   ,1  ,
P3RLV449  ,1 ,0.42 ,1.30   ,0.26  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,3.26   ,0.66   ,7106.68    ,1  ,
P3RLV450  ,1 ,0.42 ,7.06   ,1.43  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,17.64  ,3.58   ,33749.63   ,4  ,
P3RLV451  ,1 ,0.42 ,2.68   ,0.55  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,6.71   ,1.36   ,12839.97   ,1  ,
P3RLV452  ,1 ,0.42 ,5.55   ,1.13  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,13.86  ,2.82   ,26523.93   ,3  ,
P3RLV453  ,1 ,0.42 ,3.80   ,0.77  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,9.49   ,1.93   ,18159.34   ,1  ,
P3RLV454  ,1 ,0.42 ,1.25   ,0.25  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,3.13   ,0.64   ,6875.76    ,1  ,
P3RLV455  ,1 ,0.42 ,3.49   ,0.71  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,8.72   ,1.77   ,16693.00   ,1  ,
P3RLV456  ,1 ,0.42 ,1.24   ,0.25  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,3.11   ,0.63   ,6835.39    ,1  ,
P3RLV457  ,1 ,0.42 ,2.51   ,0.51  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,6.28   ,1.28   ,12095.04   ,1  ,
P3RLV458  ,1 ,0.42 ,1.54   ,0.31  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,3.84   ,0.78   ,8179.72    ,1  ,
P3RLV459  ,3 ,0.42 ,22.10  ,4.49  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,55.25  ,11.22  ,165630.00  ,1  ,
P3RLV460  ,1 ,0.42 ,4.51   ,0.92  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,11.28  ,2.29   ,21572.79   ,2  ,
P3RLV461  ,1 ,0.42 ,1.74   ,0.35  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,4.35   ,0.88   ,9011.35    ,1  ,
P3RLV462  ,1 ,0.42 ,3.10   ,0.63  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,7.75   ,1.57   ,14835.57   ,1  ,
P3RLV463  ,1 ,0.42 ,4.15   ,0.84  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,10.38  ,2.11   ,19856.11   ,2  ,
P3RLV464  ,1 ,0.42 ,1.64   ,0.33  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,4.10   ,0.83   ,8609.88    ,1  ,
P3RLV465  ,1 ,0.42 ,3.88   ,0.79  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,9.69   ,1.97   ,18535.48   ,2  ,
P3RLV466  ,1 ,0.42 ,1.02   ,0.21  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,2.56   ,0.52   ,5818.90    ,1  ,
P3RLV467  ,1 ,0.42 ,3.65   ,0.74  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,9.12   ,1.85   ,17440.00   ,1  ,
P3RLV468  ,1 ,0.42 ,0.74   ,0.15  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,1.86   ,0.38   ,4514.62    ,1  ,
P3RLV469  ,3 ,0.42 ,20.58  ,4.18  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,51.46  ,10.45  ,98453.07   ,14 ,
P3RLV470  ,1 ,0.42 ,5.77   ,1.17  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,14.43  ,2.93   ,27617.52   ,3  ,
P3RLV471  ,1 ,0.42 ,2.79   ,0.57  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,6.97   ,1.42   ,13338.28   ,1  ,
P3RLV472  ,1 ,0.42 ,3.52   ,0.72  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,8.81   ,1.79   ,16858.12   ,1  ,
P3RLV473  ,1 ,0.42 ,1.78   ,0.36  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,4.46   ,0.90   ,9174.63    ,1  ,
P3RLV474  ,1 ,0.42 ,5.76   ,1.17  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,14.41  ,2.93   ,27563.31   ,3  ,
P3RLV475  ,1 ,0.42 ,5.06   ,1.03  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,12.64  ,2.57   ,24182.62   ,2  ,
P3RLV476  ,1 ,0.42 ,1.19   ,0.24  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,2.98   ,0.61   ,6599.71    ,1  ,
P3RLV477  ,1 ,0.42 ,4.69   ,0.95  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,11.72  ,2.38   ,22414.40   ,2  ,
P3RLV478  ,1 ,0.42 ,4.83   ,0.98  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,12.08  ,2.45   ,23106.16   ,2  ,
P3RLV479  ,1 ,0.42 ,2.89   ,0.59  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,7.22   ,1.47   ,13815.92   ,1  ,
P3RLV480  ,1 ,0.42 ,10.35  ,2.10  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,25.87  ,5.25   ,49495.46   ,6  ,
P3RLV481  ,1 ,0.42 ,0.69   ,0.14  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,1.72   ,0.35   ,4268.73    ,1  ,
P3RLV482  ,1 ,0.42 ,1.13   ,0.23  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,2.82   ,0.57   ,6293.25    ,1  ,
P3RLV483  ,1 ,0.42 ,3.27   ,0.66  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,8.18   ,1.66   ,15658.06   ,1  ,
P3RLV484  ,1 ,0.42 ,0.55   ,0.11  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,1.38   ,0.28   ,3450.21    ,1  ,
P3RLV485  ,1 ,0.42 ,4.34   ,0.88  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,10.86  ,2.20   ,20769.46   ,2  ,
P3RLV486  ,1 ,0.42 ,2.67   ,0.54  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,6.67   ,1.35   ,12758.60   ,1  ,
P3RLV487  ,1 ,0.42 ,3.32   ,0.67  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,8.30   ,1.68   ,15876.28   ,1  ,
P3RLV488  ,1 ,0.42 ,3.72   ,0.75  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,9.29   ,1.89   ,17780.90   ,1  ,
P3RLV489  ,1 ,0.42 ,7.07   ,1.44  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,17.68  ,3.59   ,33823.48   ,4  ,
P3RLV490  ,1 ,0.42 ,1.47   ,0.30  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,3.67   ,0.75   ,7874.59    ,1  ,
P3RLV491  ,1 ,0.42 ,13.92  ,2.83  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,34.79  ,7.06   ,66561.80   ,9  ,
P3RLV492  ,1 ,0.42 ,9.05   ,1.84  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,22.61  ,4.59   ,43264.22   ,5  ,
P3RLV493  ,1 ,0.42 ,2.69   ,0.55  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,6.73   ,1.37   ,12882.12   ,1  ,
P3RLV494  ,1 ,0.42 ,4.87   ,0.99  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,12.16  ,2.47   ,23273.76   ,2  ,
P3RLV495  ,1 ,0.42 ,6.48   ,1.32  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,16.20  ,3.29   ,30999.05   ,4  ,
P3RLV496  ,1 ,0.42 ,2.83   ,0.57  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,7.07   ,1.44   ,13521.13   ,1  ,
P3RLV497  ,1 ,0.42 ,6.15   ,1.25  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,15.38  ,3.12   ,29425.71   ,3  ,
P3RLV498  ,1 ,0.42 ,16.98  ,3.45  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,42.45  ,8.62   ,81214.73   ,11 ,
P3RLV499  ,1 ,0.42 ,0.72   ,0.15  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,1.80   ,0.37   ,4412.23    ,1  ,
P3RLV500  ,1 ,0.42 ,14.05  ,2.85  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,35.14  ,7.13   ,67223.04   ,9  ,
P3RLV501  ,1 ,0.42 ,1.82   ,0.37  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,4.56   ,0.92   ,9333.75    ,1  ,
P3RLV502  ,1 ,0.42 ,4.88   ,0.99  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,12.19  ,2.48   ,23325.50   ,2  ,
P3RLV503  ,1 ,0.42 ,9.96   ,2.02  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,24.90  ,5.06   ,81223.37   ,1  ,
P3RLV504  ,1 ,0.42 ,4.36   ,0.88  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,10.89  ,2.21   ,20841.99   ,2  ,
P3RLV505  ,1 ,0.42 ,1.90   ,0.62  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT999  ,4.75   ,1.56   ,13065.12   ,1  ,
P3RLV506  ,1 ,0.42 ,3.29   ,1.08  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,8.22   ,2.70   ,22617.40   ,1  ,
P3RLV507  ,1 ,0.42 ,3.17   ,0.64  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT999  ,7.91   ,1.61   ,15140.18   ,1  ,
P3RLV508  ,1 ,0.42 ,2.21   ,0.73  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT999  ,5.53   ,1.82   ,15217.11   ,1  ,
P3RLV509  ,1 ,0.42 ,3.41   ,0.69  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT999  ,8.52   ,1.73   ,16300.09   ,1  ,
P3RLV510  ,1 ,0.42 ,2.94   ,0.60  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT999  ,7.34   ,1.49   ,14047.73   ,1  ,
P3RLV511  ,1 ,0.42 ,3.43   ,0.70  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT999  ,8.56   ,1.74   ,16385.01   ,1  ,
P3RLV512  ,1 ,0.42 ,2.99   ,0.61  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT999  ,7.47   ,1.52   ,14300.28   ,1  ,
P3RLV513  ,1 ,0.42 ,3.41   ,0.69  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT999  ,8.52   ,1.73   ,16304.58   ,1  ,
P3RLV514  ,1 ,0.42 ,4.06   ,0.82  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT999  ,10.14  ,2.06   ,19399.70   ,2  ,
P3RLV515  ,1 ,0.42 ,3.30   ,0.67  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT999  ,8.25   ,1.68   ,15782.88   ,1  ,
P3RLV516  ,1 ,0.42 ,3.04   ,0.62  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT999  ,7.60   ,1.54   ,14533.00   ,1  ,
P3RLV517  ,1 ,0.42 ,3.34   ,0.68  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT999  ,8.35   ,1.70   ,15982.53   ,1  ,
P3RLV518  ,1 ,0.42 ,2.98   ,0.61  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT999  ,7.46   ,1.52   ,14275.44   ,1  ,
P3RLV519  ,1 ,0.42 ,4.00   ,0.81  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT999  ,10.00  ,2.03   ,19129.84   ,2  ,
P3RLV520  ,1 ,0.42 ,2.95   ,0.60  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT999  ,7.38   ,1.50   ,14121.92   ,1  ,
P3RLV521  ,1 ,0.42 ,3.01   ,0.61  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT999  ,7.54   ,1.53   ,14418.61   ,1  ,
P3RLV522  ,1 ,0.42 ,2.93   ,0.60  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT999  ,7.33   ,1.49   ,14025.53   ,1  ,
P3RLV523  ,1 ,0.42 ,3.21   ,0.65  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT999  ,8.02   ,1.63   ,15334.98   ,1  ,
P3RLV524  ,1 ,0.42 ,2.67   ,0.54  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT999  ,6.67   ,1.35   ,12766.80   ,1  ,
P3RLV525  ,1 ,0.42 ,3.31   ,0.67  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT999  ,8.28   ,1.68   ,15841.51   ,1  ,
P3RLV526  ,1 ,0.42 ,3.17   ,0.64  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT999  ,7.91   ,1.61   ,15142.93   ,1  ,
P3RLV527  ,1 ,0.42 ,3.43   ,0.70  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT999  ,8.57   ,1.74   ,16405.00   ,1  ,
P3RLV528  ,1 ,0.42 ,2.76   ,0.56  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT999  ,6.89   ,1.40   ,13178.84   ,1  ,
P3RLV529  ,1 ,0.42 ,3.10   ,0.63  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT999  ,7.76   ,1.58   ,14850.93   ,1  ,
P3RLV530  ,1 ,0.42 ,3.25   ,0.66  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT999  ,8.12   ,1.65   ,15541.60   ,1  ,
P3RLV531  ,1 ,0.42 ,3.33   ,0.68  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT999  ,8.33   ,1.69   ,15938.78   ,1  ,
P3RLV532  ,1 ,0.42 ,2.86   ,0.58  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT999  ,7.14   ,1.45   ,13662.70   ,1  ,
P3RLV533  ,1 ,0.42 ,2.87   ,0.58  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT999  ,7.18   ,1.46   ,13741.99   ,1  ,
P3RLV534  ,1 ,0.42 ,3.54   ,0.72  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT999  ,8.86   ,1.80   ,16950.18   ,1  ,
P3RLV535  ,1 ,0.42 ,2.87   ,0.58  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT999  ,7.17   ,1.46   ,13725.16   ,1  ,
P3RLV536  ,1 ,0.42 ,2.97   ,0.60  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT999  ,7.42   ,1.51   ,14197.45   ,1  ,
P3RLV537  ,1 ,0.42 ,3.05   ,0.62  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT999  ,7.63   ,1.55   ,14606.28   ,1  ,
P3RLV538  ,1 ,0.42 ,2.89   ,0.59  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT999  ,7.23   ,1.47   ,13841.84   ,1  ,
P3RLV539  ,1 ,0.42 ,4.56   ,0.93  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT999  ,11.40  ,2.31   ,21807.21   ,2  ,
P3RLV540  ,1 ,0.42 ,3.10   ,0.63  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT999  ,7.75   ,1.57   ,14825.25   ,1  ,
P3RLV541  ,1 ,0.42 ,3.43   ,0.70  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT999  ,8.58   ,1.74   ,16410.93   ,1  ,
P3RLV542  ,1 ,0.42 ,3.00   ,0.61  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT999  ,7.50   ,1.52   ,14348.01   ,1  ,
P3RLV543  ,1 ,0.42 ,3.02   ,0.61  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT999  ,7.55   ,1.53   ,14454.10   ,1  ,
P3RLV544  ,1 ,0.42 ,3.01   ,0.61  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT999  ,7.53   ,1.53   ,14406.36   ,1  ,
P3RLV545  ,1 ,0.42 ,3.60   ,0.73  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT999  ,8.99   ,1.83   ,17199.54   ,1  ,
P3RLV546  ,1 ,0.42 ,3.16   ,0.64  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT999  ,7.91   ,1.61   ,15133.37   ,1  ,
P3RLV547  ,1 ,0.42 ,3.54   ,0.72  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT999  ,8.86   ,1.80   ,16947.16   ,1  ,
P3RLV548  ,1 ,0.42 ,3.22   ,0.65  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT999  ,8.05   ,1.64   ,15410.57   ,1  ,
P3RLV549  ,1 ,0.42 ,2.79   ,0.57  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT999  ,6.98   ,1.42   ,13362.34   ,1  ,
P3RLV550  ,1 ,0.42 ,2.85   ,0.58  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT999  ,7.12   ,1.45   ,13617.99   ,1  ,
P3RLV551  ,1 ,0.42 ,3.28   ,0.67  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT999  ,8.20   ,1.67   ,15691.15   ,1  ,
P3RLV552  ,1 ,0.42 ,3.28   ,0.67  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT999  ,8.21   ,1.67   ,15705.70   ,1  ,
P3RLV553  ,1 ,0.42 ,3.40   ,0.69  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT999  ,8.50   ,1.73   ,16254.85   ,1  ,
P3RLV554  ,1 ,0.42 ,3.64   ,0.74  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT999  ,9.11   ,1.85   ,17430.15   ,1  ,
P3RLV555  ,1 ,0.42 ,3.21   ,0.65  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT999  ,8.02   ,1.63   ,15347.52   ,1  ,
P3RLV556  ,1 ,0.42 ,3.04   ,0.62  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT999  ,7.61   ,1.55   ,14563.44   ,1  ,
P3RLV557  ,1 ,0.42 ,3.25   ,0.66  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT999  ,8.12   ,1.65   ,15529.88   ,1  ,
P3RLV558  ,1 ,0.42 ,3.66   ,0.74  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT999  ,9.16   ,1.86   ,17526.50   ,1  ,
P3RLV559  ,1 ,0.42 ,3.04   ,0.62  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT999  ,7.60   ,1.54   ,14533.51   ,1  ,
P3RLV560  ,1 ,0.42 ,2.53   ,0.51  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT999  ,6.32   ,1.28   ,12159.15   ,1  ,
P3RLV528  ,1 ,0.42 ,2.95   ,0.60  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT999  ,7.38   ,1.50   ,14126.81   ,1  ,
P3RLV562  ,1 ,0.42 ,3.47   ,0.70  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT999  ,8.67   ,1.76   ,16590.88   ,1  ,
P3RLV563  ,1 ,0.42 ,3.88   ,0.79  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT999  ,9.69   ,1.97   ,18534.98   ,2  ,
P3RLV564  ,1 ,0.42 ,3.24   ,0.66  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT999  ,8.10   ,1.64   ,15488.38   ,1  ,
P3RLV565  ,1 ,0.42 ,3.12   ,0.63  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT999  ,7.80   ,1.58   ,14932.63   ,1  ,
P3RLV566  ,1 ,0.42 ,2.93   ,0.60  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT999  ,7.33   ,1.49   ,14015.79   ,1  ,
P3RLV567  ,1 ,0.42 ,3.09   ,1.02  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT999  ,7.73   ,2.54   ,21271.74   ,1  ,
P3RLV568  ,1 ,0.42 ,3.48   ,0.71  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT999  ,8.69   ,1.76   ,16626.80   ,1  ,
P3RLV569  ,1 ,0.42 ,2.93   ,0.59  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT999  ,7.32   ,1.49   ,14001.34   ,1  ,
P3RLV570  ,1 ,0.42 ,1.84   ,0.61  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT999  ,4.61   ,1.51   ,12682.99   ,1  ,
P3RLV571  ,1 ,0.42 ,2.80   ,0.57  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT999  ,7.01   ,1.42   ,13409.00   ,1  ,
P3RLV572  ,1 ,0.42 ,2.71   ,0.55  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT999  ,6.78   ,1.38   ,12972.75   ,1  ,
P3RLV573  ,1 ,0.42 ,3.49   ,0.71  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT999  ,8.73   ,1.77   ,16693.20   ,1  ,
P3RLV574  ,1 ,0.42 ,0.68   ,0.23  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT999  ,1.71   ,0.56   ,4710.36    ,1  ,
P3RLV575  ,1 ,0.42 ,2.77   ,0.56  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT999  ,6.93   ,1.41   ,13259.54   ,1  ,
P3RLV576  ,1 ,0.42 ,3.91   ,0.79  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT999  ,9.78   ,1.99   ,18708.51   ,2  ,
P3RLV577  ,1 ,0.42 ,3.13   ,0.64  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT999  ,7.83   ,1.59   ,14987.22   ,1  ,
P3RLV578  ,1 ,0.42 ,3.26   ,0.66  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT999  ,8.16   ,1.66   ,15603.25   ,1  ,
P3RLV579  ,1 ,0.42 ,3.65   ,0.74  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT999  ,9.13   ,1.85   ,17462.23   ,1  ,
P3RLV580  ,1 ,0.42 ,2.86   ,0.58  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT999  ,7.15   ,1.45   ,13685.25   ,1  ,
P3RLV581  ,3 ,0.42 ,20.50  ,4.16  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT999  ,51.24  ,10.41  ,223593.20  ,1  ,
P3RLV582  ,1 ,0.42 ,3.39   ,0.69  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT999  ,8.47   ,1.72   ,16207.74   ,1  ,
P3RLV583  ,1 ,0.42 ,4.40   ,1.44  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT999  ,10.99  ,3.61   ,30242.65   ,1  ,
P3RLV584  ,1 ,0.42 ,2.66   ,0.54  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT999  ,6.65   ,1.35   ,12720.77   ,1  ,
P3RLV585  ,3 ,0.42 ,58.26  ,11.83 ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT999  ,145.64 ,29.57  ,637410.30  ,1  ,
P3RLV586  ,1 ,0.42 ,11.92  ,3.92  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT999  ,29.81  ,9.80   ,82037.73   ,1  ,
P3RLV587  ,1 ,0.42 ,3.15   ,0.64  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT999  ,7.88   ,1.60   ,15085.91   ,1  ,
P3RLV588  ,1 ,0.42 ,3.42   ,0.69  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT999  ,8.55   ,1.74   ,16358.05   ,1  ,
