Code,NodeA,NodeB,NomV,Len,Equip,R,X,C,R0,X0,C0,Imax,Status,Phases,PhasesV,PhasesVI,Subest,Feeder,
L(R:P3RDT399LV-P3RLV749)      ,P3RDT399LV  ,P3RLV749  ,0.42  ,0.008  ,1P_OH_CU_4_Ionic_0_416_0               ,0.00635 ,0.00077 ,0.41626   ,0.01547 ,0.00958  ,0.02873  ,115 ,1 ,B   ,B_LV   ,1_LV_38.3333 ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,
L(R:P3RDT400LV-P3RLV1071)     ,P3RDT400LV  ,P3RLV1071 ,0.42  ,0.007  ,1P_OH_CU_4_Ionic_0_416_0               ,0.00587 ,0.00071 ,0.38477   ,0.01430 ,0.00885  ,0.02655  ,115 ,1 ,A   ,A_LV   ,1_LV_38.3333 ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,
L(R:P3RDM766-P3RLV750)        ,P3RDM766    ,P3RLV750  ,0.42  ,0.033  ,1P_OH_CU_4_Ionic_0_416_0               ,0.02744 ,0.00334 ,1.79751   ,0.06682 ,0.04135  ,0.12405  ,115 ,1 ,A   ,A_LV   ,1_LV_38.3333 ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,
L(R:P3RDM766-P3RDT400LV)      ,P3RDT400LV  ,P3RDM766  ,0.42  ,0.008  ,1P_OH_CU_4_Ionic_0_416_0               ,0.00646 ,0.00079 ,0.42332   ,0.01574 ,0.00974  ,0.02921  ,115 ,1 ,A   ,A_LV   ,1_LV_38.3333 ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,
L(R:P3RDT401LV-P3RLV751)      ,P3RDT401LV  ,P3RLV751  ,0.42  ,0.042  ,1P_OH_CU_4_Ionic_0_416_0               ,0.03473 ,0.00423 ,2.27521   ,0.08458 ,0.05234  ,0.15702  ,115 ,1 ,A   ,A_LV   ,1_LV_38.3333 ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,
L(R:P3RDT401LV-P3RLV782)      ,P3RDT401LV  ,P3RLV782  ,0.42  ,0.042  ,1P_OH_CU_4_Ionic_0_416_0               ,0.03473 ,0.00423 ,2.27521   ,0.08458 ,0.05234  ,0.15702  ,115 ,1 ,A   ,A_LV   ,1_LV_38.3333 ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,
L(R:P3RDT402LV-P3RLV753)      ,P3RDT402LV  ,P3RLV753  ,0.42  ,0.042  ,1P_OH_CU_4_Ionic_0_416_0               ,0.03505 ,0.00426 ,2.29581   ,0.08534 ,0.05281  ,0.15844  ,115 ,1 ,B   ,B_LV   ,1_LV_38.3333 ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,
L(R:P3RDT403LV-P3RLV754)      ,P3RDT403LV  ,P3RLV754  ,0.42  ,0.071  ,1P_OH_CU_4_Ionic_0_416_0               ,0.05889 ,0.00717 ,3.85761   ,0.14340 ,0.08874  ,0.26623  ,115 ,1 ,A   ,A_LV   ,1_LV_38.3333 ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,
L(R:P3RDT404LV-P3RLV755)      ,P3RDT404LV  ,P3RLV755  ,0.42  ,0.079  ,1P_OH_CU_4_Ionic_0_416_0               ,0.06584 ,0.00801 ,4.31292   ,0.16032 ,0.09922  ,0.29766  ,115 ,1 ,B   ,B_LV   ,1_LV_38.3333 ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,
L(R:P3RDT405LV-P3RLV756)      ,P3RDT405LV  ,P3RLV756  ,0.42  ,0.020  ,1P_OH_CU_4_Ionic_0_416_0               ,0.01653 ,0.00201 ,1.08290   ,0.04025 ,0.02491  ,0.07474  ,115 ,1 ,A   ,A_LV   ,1_LV_38.3333 ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,
L(R:P3RDT405LV-P3RLV793)      ,P3RDT405LV  ,P3RLV793  ,0.42  ,0.045  ,1P_OH_CU_4_Ionic_0_416_0               ,0.03773 ,0.00459 ,2.47153   ,0.09187 ,0.05686  ,0.17057  ,115 ,1 ,A   ,A_LV   ,1_LV_38.3333 ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,
L(R:P3RDM775-P3RLV757)        ,P3RDM775    ,P3RLV757  ,0.42  ,0.023  ,1P_OH_CU_4_Ionic_0_416_0               ,0.01944 ,0.00237 ,1.27363   ,0.04734 ,0.02930  ,0.08790  ,115 ,1 ,C   ,C_LV   ,1_LV_38.3333 ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,
L(R:P3RDM775-P3RDT406LV)      ,P3RDT406LV  ,P3RDM775  ,0.42  ,0.013  ,1P_OH_CU_4_Ionic_0_416_0               ,0.01117 ,0.00136 ,0.73204   ,0.02721 ,0.01684  ,0.05052  ,115 ,1 ,C   ,C_LV   ,1_LV_38.3333 ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,
L(R:P3RDM776-P3RLV773)        ,P3RDM776    ,P3RLV773  ,0.42  ,0.040  ,1P_OH_CU_4_Ionic_0_416_0               ,0.03309 ,0.00403 ,2.16794   ,0.08059 ,0.04987  ,0.14962  ,115 ,1 ,C   ,C_LV   ,1_LV_38.3333 ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,
L(R:P3RDM776-P3RDT406LV)      ,P3RDT406LV  ,P3RDM776  ,0.42  ,0.018  ,1P_OH_CU_4_Ionic_0_416_0               ,0.01521 ,0.00185 ,0.99607   ,0.03703 ,0.02291  ,0.06874  ,115 ,1 ,C   ,C_LV   ,1_LV_38.3333 ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,
L(R:P3RDT407LV-P3RLV758)      ,P3RDT407LV  ,P3RLV758  ,0.42  ,0.022  ,1P_OH_CU_4_Ionic_0_416_0               ,0.01849 ,0.00225 ,1.21136   ,0.04503 ,0.02787  ,0.08360  ,115 ,1 ,A   ,A_LV   ,1_LV_38.3333 ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,
L(R:P3RDT408LV-P3RLV759)      ,P3RDT408LV  ,P3RLV759  ,0.42  ,0.044  ,1P_OH_CU_4_Ionic_0_416_0               ,0.03620 ,0.00440 ,2.37113   ,0.08814 ,0.05455  ,0.16364  ,115 ,1 ,C   ,C_LV   ,1_LV_38.3333 ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,
L(R:P3RDT408LV-P3RLV774)      ,P3RDT408LV  ,P3RLV774  ,0.42  ,0.011  ,1P_OH_CU_4_Ionic_0_416_0               ,0.00885 ,0.00108 ,0.57978   ,0.02155 ,0.01334  ,0.04001  ,115 ,1 ,C   ,C_LV   ,1_LV_38.3333 ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,
L(R:P3RDT408LV-P3RLV1846)     ,P3RDT408LV  ,P3RLV1846 ,0.42  ,0.070  ,1P_OH_CU_4_Ionic_0_416_0               ,0.05836 ,0.00710 ,3.82295   ,0.14211 ,0.08795  ,0.26384  ,115 ,1 ,C   ,C_LV   ,1_LV_38.3333 ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,
L(R:P3RDT409LV-P3RLV761)      ,P3RDT409LV  ,P3RLV761  ,0.42  ,0.031  ,1P_OH_CU_4_Ionic_0_416_0               ,0.02582 ,0.00314 ,1.69176   ,0.06289 ,0.03892  ,0.11676  ,115 ,1 ,C   ,C_LV   ,1_LV_38.3333 ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,
L(R:P3RDT410LV-P3RLV762)      ,P3RDT410LV  ,P3RLV762  ,0.42  ,0.089  ,1P_OH_CU_4_Ionic_0_416_0               ,0.07429 ,0.00904 ,4.86688   ,0.18091 ,0.11196  ,0.33589  ,115 ,1 ,B   ,B_LV   ,1_LV_38.3333 ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,
L(R:P3RDT411LV-P3RLV785)      ,P3RDT411LV  ,P3RLV785  ,0.42  ,0.059  ,1P_OH_CU_4_Ionic_0_416_0               ,0.04897 ,0.00596 ,3.20826   ,0.11926 ,0.07381  ,0.22142  ,115 ,1 ,C   ,C_LV   ,1_LV_38.3333 ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,
L(R:P3RDT411LV-P3RLV794)      ,P3RDT411LV  ,P3RLV794  ,0.42  ,0.022  ,1P_OH_CU_4_Ionic_0_416_0               ,0.01820 ,0.00221 ,1.19236   ,0.04432 ,0.02743  ,0.08229  ,115 ,1 ,C   ,C_LV   ,1_LV_38.3333 ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,
L(R:P3RDM783-P3RLV763)        ,P3RDM783    ,P3RLV763  ,0.42  ,0.048  ,1P_OH_CU_4_Ionic_0_416_0               ,0.03980 ,0.00484 ,2.60695   ,0.09691 ,0.05997  ,0.17992  ,115 ,1 ,C   ,C_LV   ,1_LV_38.3333 ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,
L(R:P3RDM783-P3RDT411LV)      ,P3RDT411LV  ,P3RDM783  ,0.42  ,0.019  ,1P_OH_CU_4_Ionic_0_416_0               ,0.01577 ,0.00192 ,1.03310   ,0.03840 ,0.02377  ,0.07130  ,115 ,1 ,C   ,C_LV   ,1_LV_38.3333 ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,
L(R:P3RDT412LV-P3RLV764)      ,P3RDT412LV  ,P3RLV764  ,0.42  ,0.041  ,1P_OH_CU_4_Ionic_0_416_0               ,0.03382 ,0.00412 ,2.21571   ,0.08236 ,0.05097  ,0.15292  ,115 ,1 ,B   ,B_LV   ,1_LV_38.3333 ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,
L(R:P3RDT412LV-P3RLV775)      ,P3RDT412LV  ,P3RLV775  ,0.42  ,0.013  ,1P_OH_CU_4_Ionic_0_416_0               ,0.01118 ,0.00136 ,0.73240   ,0.02722 ,0.01685  ,0.05055  ,115 ,1 ,B   ,B_LV   ,1_LV_38.3333 ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,
L(R:P3RDT412LV-P3RLV1925)     ,P3RDT412LV  ,P3RLV1925 ,0.42  ,0.004  ,1P_OH_CU_4_Ionic_0_416_0               ,0.00314 ,0.00038 ,0.20601   ,0.00766 ,0.00474  ,0.01422  ,115 ,1 ,B   ,B_LV   ,1_LV_38.3333 ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,
L(R:P3RDT413LV-P3RLV765)      ,P3RDT413LV  ,P3RLV765  ,0.42  ,0.027  ,1P_OH_CU_4_Ionic_0_416_0               ,0.02208 ,0.00269 ,1.44635   ,0.05376 ,0.03327  ,0.09982  ,115 ,1 ,C   ,C_LV   ,1_LV_38.3333 ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,
L(R:P3RDM790-P3RLV766)        ,P3RDM790    ,P3RLV766  ,0.42  ,0.016  ,1P_OH_CU_4_Ionic_0_416_0               ,0.01347 ,0.00164 ,0.88264   ,0.03281 ,0.02031  ,0.06092  ,115 ,1 ,C   ,C_LV   ,1_LV_38.3333 ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,
L(R:P3RDM790-P3RDT414LV)      ,P3RDT414LV  ,P3RDM790  ,0.42  ,0.019  ,1P_OH_CU_4_Ionic_0_416_0               ,0.01540 ,0.00187 ,1.00853   ,0.03749 ,0.02320  ,0.06960  ,115 ,1 ,C   ,C_LV   ,1_LV_38.3333 ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,
L(R:P3RDM791-P3RLV787)        ,P3RDM791    ,P3RLV787  ,0.42  ,0.009  ,1P_OH_CU_4_Ionic_0_416_0               ,0.00760 ,0.00092 ,0.49757   ,0.01850 ,0.01145  ,0.03434  ,115 ,1 ,C   ,C_LV   ,1_LV_38.3333 ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,
L(R:P3RDM791-P3RDT414LV)      ,P3RDT414LV  ,P3RDM791  ,0.42  ,0.037  ,1P_OH_CU_4_Ionic_0_416_0               ,0.03077 ,0.00374 ,2.01597   ,0.07494 ,0.04638  ,0.13913  ,115 ,1 ,C   ,C_LV   ,1_LV_38.3333 ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,
L(R:P3RDT415LV-P3RLV767)      ,P3RDT415LV  ,P3RLV767  ,0.42  ,0.035  ,1P_OH_CU_4_Ionic_0_416_0               ,0.02924 ,0.00356 ,1.91551   ,0.07120 ,0.04407  ,0.13220  ,115 ,1 ,A   ,A_LV   ,1_LV_38.3333 ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,
L(R:P3RDT415LV-P3RLV1066)     ,P3RDT415LV  ,P3RLV1066 ,0.42  ,0.055  ,1P_OH_CU_4_Ionic_0_416_0               ,0.04560 ,0.00555 ,2.98752   ,0.11105 ,0.06873  ,0.20618  ,115 ,1 ,A   ,A_LV   ,1_LV_38.3333 ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,
L(R:P3RDT416LV-P3RLV768)      ,P3RDT416LV  ,P3RLV768  ,0.42  ,0.015  ,1P_OH_CU_4_Ionic_0_416_0               ,0.01287 ,0.00157 ,0.84332   ,0.03135 ,0.01940  ,0.05820  ,115 ,1 ,B   ,B_LV   ,1_LV_38.3333 ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,
L(R:P3RDT416LV-P3RLV783)      ,P3RDT416LV  ,P3RLV783  ,0.42  ,0.023  ,1P_OH_CU_4_Ionic_0_416_0               ,0.01946 ,0.00237 ,1.27458   ,0.04738 ,0.02932  ,0.08796  ,115 ,1 ,B   ,B_LV   ,1_LV_38.3333 ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,
L(R:P3RDT416LV-P3RLV797)      ,P3RDT416LV  ,P3RLV797  ,0.42  ,0.020  ,1P_OH_CU_4_Ionic_0_416_0               ,0.01638 ,0.00199 ,1.07298   ,0.03989 ,0.02468  ,0.07405  ,115 ,1 ,B   ,B_LV   ,1_LV_38.3333 ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,
L(R:P3RDT417LV-P3RLV769)      ,P3RDT417LV  ,P3RLV769  ,0.42  ,0.061  ,1P_OH_CU_4_Ionic_0_416_0               ,0.05073 ,0.00617 ,3.32360   ,0.12355 ,0.07646  ,0.22938  ,115 ,1 ,A   ,A_LV   ,1_LV_38.3333 ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,
L(R:P3RDT418LV-P3RLV770)      ,P3RDT418LV  ,P3RLV770  ,0.42  ,0.040  ,1P_OH_CU_4_Ionic_0_416_0               ,0.03357 ,0.00408 ,2.19894   ,0.08174 ,0.05059  ,0.15176  ,115 ,1 ,B   ,B_LV   ,1_LV_38.3333 ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,
L(R:P3RDT419LV-P3RLV772)      ,P3RDT419LV  ,P3RLV772  ,0.42  ,0.038  ,1P_OH_CU_4_Ionic_0_416_0               ,0.03143 ,0.00382 ,2.05894   ,0.07654 ,0.04737  ,0.14210  ,115 ,1 ,A   ,A_LV   ,1_LV_38.3333 ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,
L(R:P3RDT420LV-P3RLV776)      ,P3RDT420LV  ,P3RLV776  ,0.42  ,0.001  ,1P_OH_CU_4_Ionic_0_416_0               ,0.00083 ,0.00010 ,0.05448   ,0.00203 ,0.00125  ,0.00376  ,115 ,1 ,B   ,B_LV   ,1_LV_38.3333 ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,
L(R:P3RDT421LV-P3RLV777)      ,P3RDT421LV  ,P3RLV777  ,0.42  ,0.029  ,1P_OH_CU_4_Ionic_0_416_0               ,0.02400 ,0.00292 ,1.57200   ,0.05844 ,0.03616  ,0.10849  ,115 ,1 ,C   ,C_LV   ,1_LV_38.3333 ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT831  ,
L(R:P3RDT422LV-P3RLV778)      ,P3RDT422LV  ,P3RLV778  ,0.42  ,0.025  ,1P_OH_CU_4_Ionic_0_416_0               ,0.02044 ,0.00249 ,1.33911   ,0.04978 ,0.03081  ,0.09242  ,115 ,1 ,C   ,C_LV   ,1_LV_38.3333 ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,
L(R:P3RDT422LV-P3RLV795)      ,P3RDT422LV  ,P3RLV795  ,0.42  ,0.077  ,1P_OH_CU_4_Ionic_0_416_0               ,0.06432 ,0.00783 ,4.21386   ,0.15664 ,0.09694  ,0.29082  ,115 ,1 ,C   ,C_LV   ,1_LV_38.3333 ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,
L(R:P3RDT423LV-P3RLV780)      ,P3RDT423LV  ,P3RLV780  ,0.42  ,0.033  ,1P_OH_CU_4_Ionic_0_416_0               ,0.02741 ,0.00334 ,1.79575   ,0.06675 ,0.04131  ,0.12393  ,115 ,1 ,B   ,B_LV   ,1_LV_38.3333 ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,
L(R:P3RDM805-P3RLV788)        ,P3RDM805    ,P3RLV788  ,0.42  ,0.052  ,1P_OH_CU_4_Ionic_0_416_0               ,0.04329 ,0.00527 ,2.83570   ,0.10541 ,0.06524  ,0.19571  ,115 ,1 ,B   ,B_LV   ,1_LV_38.3333 ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,
L(R:P3RDM805-P3RDT423LV)      ,P3RDT423LV  ,P3RDM805  ,0.42  ,0.058  ,1P_OH_CU_4_Ionic_0_416_0               ,0.04823 ,0.00587 ,3.15967   ,0.11745 ,0.07269  ,0.21806  ,115 ,1 ,B   ,B_LV   ,1_LV_38.3333 ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,
L(R:P3RDM806-P3RLV1048)       ,P3RDM806    ,P3RLV1048 ,0.42  ,0.025  ,1P_OH_CU_4_Ionic_0_416_0               ,0.02044 ,0.00249 ,1.33881   ,0.04977 ,0.03080  ,0.09240  ,115 ,1 ,B   ,B_LV   ,1_LV_38.3333 ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,
L(R:P3RDM806-P3RLV1062)       ,P3RDM806    ,P3RLV1062 ,0.42  ,0.023  ,1P_OH_CU_4_Ionic_0_416_0               ,0.01944 ,0.00237 ,1.27346   ,0.04734 ,0.02930  ,0.08789  ,115 ,1 ,B   ,B_LV   ,1_LV_38.3333 ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,
L(R:P3RDM806-P3RLV1074)       ,P3RDM806    ,P3RLV1074 ,0.42  ,0.014  ,1P_OH_CU_4_Ionic_0_416_0               ,0.01132 ,0.00138 ,0.74155   ,0.02757 ,0.01706  ,0.05118  ,115 ,1 ,B   ,B_LV   ,1_LV_38.3333 ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,
L(R:P3RDM806-P3RDT423LV)      ,P3RDT423LV  ,P3RDM806  ,0.42  ,0.019  ,1P_OH_CU_4_Ionic_0_416_0               ,0.01608 ,0.00196 ,1.05322   ,0.03915 ,0.02423  ,0.07269  ,115 ,1 ,B   ,B_LV   ,1_LV_38.3333 ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,
L(R:P3RDT424LV-P3RLV781)      ,P3RDT424LV  ,P3RLV781  ,0.42  ,0.043  ,1P_OH_CU_4_Ionic_0_416_0               ,0.03546 ,0.00432 ,2.32320   ,0.08636 ,0.05344  ,0.16033  ,115 ,1 ,C   ,C_LV   ,1_LV_38.3333 ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,
L(R:P3RDT425LV-P3RLV784)      ,P3RDT425LV  ,P3RLV784  ,0.42  ,0.016  ,1P_OH_CU_4_Ionic_0_416_0               ,0.01305 ,0.00159 ,0.85496   ,0.03178 ,0.01967  ,0.05900  ,115 ,1 ,B   ,B_LV   ,1_LV_38.3333 ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,
L(R:P3RDT425LV-P3RLV1056)     ,P3RDT425LV  ,P3RLV1056 ,0.42  ,0.064  ,1P_OH_CU_4_Ionic_0_416_0               ,0.05350 ,0.00651 ,3.50503   ,0.13029 ,0.08063  ,0.24190  ,115 ,1 ,B   ,B_LV   ,1_LV_38.3333 ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,
L(R:P3RDM812-P3RLV1063)       ,P3RDM812    ,P3RLV1063 ,0.42  ,0.061  ,1P_OH_CU_4_Ionic_0_416_0               ,0.05090 ,0.00619 ,3.33442   ,0.12395 ,0.07671  ,0.23012  ,115 ,1 ,B   ,B_LV   ,1_LV_38.3333 ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,
L(R:P3RDM812-P3RDT425LV)      ,P3RDT425LV  ,P3RDM812  ,0.42  ,0.029  ,1P_OH_CU_4_Ionic_0_416_0               ,0.02431 ,0.00296 ,1.59242   ,0.05919 ,0.03663  ,0.10990  ,115 ,1 ,B   ,B_LV   ,1_LV_38.3333 ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,
L(R:P3RDM813-P3RLV786)        ,P3RDM813    ,P3RLV786  ,0.42  ,0.015  ,1P_OH_CU_4_Ionic_0_416_0               ,0.01272 ,0.00155 ,0.83326   ,0.03097 ,0.01917  ,0.05751  ,115 ,1 ,B   ,B_LV   ,1_LV_38.3333 ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,
L(R:P3RDM813-P3RDT426LV)      ,P3RDT426LV  ,P3RDM813  ,0.42  ,0.019  ,1P_OH_CU_4_Ionic_0_416_0               ,0.01608 ,0.00196 ,1.05322   ,0.03915 ,0.02423  ,0.07269  ,115 ,1 ,B   ,B_LV   ,1_LV_38.3333 ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,
L(R:P3RDM814-P3RLV789)        ,P3RDM814    ,P3RLV789  ,0.42  ,0.015  ,1P_OH_CU_4_Ionic_0_416_0               ,0.01247 ,0.00152 ,0.81689   ,0.03037 ,0.01879  ,0.05638  ,115 ,1 ,B   ,B_LV   ,1_LV_38.3333 ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,
L(R:P3RDM814-P3RDT426LV)      ,P3RDT426LV  ,P3RDM814  ,0.42  ,0.078  ,1P_OH_CU_4_Ionic_0_416_0               ,0.06468 ,0.00787 ,4.23721   ,0.15751 ,0.09748  ,0.29243  ,115 ,1 ,B   ,B_LV   ,1_LV_38.3333 ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,
L(R:P3RDT427LV-P3RLV1420)     ,P3RDT427LV  ,P3RLV1420 ,0.42  ,0.076  ,1P_OH_CU_4_Ionic_0_416_0               ,0.06351 ,0.00773 ,4.16028   ,0.15465 ,0.09571  ,0.28712  ,115 ,1 ,C   ,C_LV   ,1_LV_38.3333 ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,
L(R:P3RDM815-P3RLV790)        ,P3RDM815    ,P3RLV790  ,0.42  ,0.078  ,1P_OH_CU_4_Ionic_0_416_0               ,0.06486 ,0.00789 ,4.24878   ,0.15794 ,0.09774  ,0.29323  ,115 ,1 ,C   ,C_LV   ,1_LV_38.3333 ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,
L(R:P3RDM815-P3RDT427LV)      ,P3RDT427LV  ,P3RDM815  ,0.42  ,0.017  ,1P_OH_CU_4_Ionic_0_416_0               ,0.01396 ,0.00170 ,0.91422   ,0.03398 ,0.02103  ,0.06309  ,115 ,1 ,C   ,C_LV   ,1_LV_38.3333 ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,
L(R:P3RDT428LV-P3RLV792)      ,P3RDT428LV  ,P3RLV792  ,0.42  ,0.001  ,1P_OH_CU_4_Ionic_0_416_0               ,0.00121 ,0.00015 ,0.07936   ,0.00295 ,0.00183  ,0.00548  ,115 ,1 ,B   ,B_LV   ,1_LV_38.3333 ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,
L(R:P3RDT429LV-P3RLV796)      ,P3RDT429LV  ,P3RLV796  ,0.42  ,0.010  ,1P_OH_CU_4_Ionic_0_416_0               ,0.00805 ,0.00098 ,0.52707   ,0.01959 ,0.01213  ,0.03638  ,115 ,1 ,C   ,C_LV   ,1_LV_38.3333 ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,
L(R:P3RDT430LV-P3RLV798)      ,P3RDT430LV  ,P3RLV798  ,0.42  ,0.001  ,1P_OH_CU_4_Ionic_0_416_0               ,0.00083 ,0.00010 ,0.05448   ,0.00203 ,0.00125  ,0.00376  ,115 ,1 ,A   ,A_LV   ,1_LV_38.3333 ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,
L(R:P3RDM820-P3RLV799)        ,P3RDM820    ,P3RLV799  ,0.42  ,0.004  ,1P_OH_CU_4_Ionic_0_416_0               ,0.00374 ,0.00046 ,0.24513   ,0.00911 ,0.00564  ,0.01692  ,115 ,1 ,C   ,C_LV   ,1_LV_38.3333 ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT656  ,
L(R:P3RDM820-P3RDT431LV)      ,P3RDT431LV  ,P3RDM820  ,0.42  ,0.027  ,1P_OH_CU_4_Ionic_0_416_0               ,0.02280 ,0.00277 ,1.49339   ,0.05551 ,0.03436  ,0.10307  ,115 ,1 ,C   ,C_LV   ,1_LV_38.3333 ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT656  ,
L(R:P3RDM821-P3RLV802)        ,P3RDM821    ,P3RLV802  ,0.42  ,0.011  ,1P_OH_CU_4_Ionic_0_416_0               ,0.00928 ,0.00113 ,0.60774   ,0.02259 ,0.01398  ,0.04194  ,115 ,1 ,C   ,C_LV   ,1_LV_38.3333 ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT656  ,
L(R:P3RDM821-P3RDT431LV)      ,P3RDT431LV  ,P3RDM821  ,0.42  ,0.034  ,1P_OH_CU_4_Ionic_0_416_0               ,0.02820 ,0.00343 ,1.84768   ,0.06868 ,0.04251  ,0.12752  ,115 ,1 ,C   ,C_LV   ,1_LV_38.3333 ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT656  ,
L(R:P3RDT432LV-P3RLV800)      ,P3RDT432LV  ,P3RLV800  ,0.42  ,0.006  ,1P_OH_CU_4_Ionic_0_416_0               ,0.00479 ,0.00058 ,0.31409   ,0.01168 ,0.00723  ,0.02168  ,115 ,1 ,B   ,B_LV   ,1_LV_38.3333 ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT656  ,
L(R:P3RDT433LV-P3RLV801)      ,P3RDT433LV  ,P3RLV801  ,0.42  ,0.010  ,1P_OH_CU_4_Ionic_0_416_0               ,0.00830 ,0.00101 ,0.54350   ,0.02020 ,0.01250  ,0.03751  ,115 ,1 ,B   ,B_LV   ,1_LV_38.3333 ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT656  ,
L(R:P3RDT434LV-P3RLV803)      ,P3RDT434LV  ,P3RLV803  ,0.42  ,0.014  ,1P_OH_CU_4_Ionic_0_416_0               ,0.01181 ,0.00144 ,0.77393   ,0.02877 ,0.01780  ,0.05341  ,115 ,1 ,B   ,B_LV   ,1_LV_38.3333 ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT1052 ,
L(R:P3RDT434LV-P3RLV805)      ,P3RDT434LV  ,P3RLV805  ,0.42  ,0.006  ,1P_OH_CU_4_Ionic_0_416_0               ,0.00524 ,0.00064 ,0.34342   ,0.01277 ,0.00790  ,0.02370  ,115 ,1 ,B   ,B_LV   ,1_LV_38.3333 ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT1052 ,
